"A" "M_cont1" "M_cont2" "M_bin1" "M_bin2" "contY_2contM_MMint" "contY_binMcontM_MMint" "contY_2binM_MMint" "binY_2contM_MMint" "binY_binMcontM_MMint" "binY_binMcontM_MMint" "binY_2binM_MMint" "C"
"15" 1 0.242312631143005 -0.112346306926939 1 0 -4.04676156613355 -2.07017939031562 -2.43037318279964 0 0 0 0 -0.115796811000085
"16" 1 0.668219771275037 0.712932567051219 1 1 -2.18560406930765 -1.08967984169293 -0.563097613157685 0 0 0 0 1.68572803311131
"17" 0 0.231625897576632 0.441286052403524 1 0 -4.01184321372625 -2.64545141097054 -2.77477068918901 0 0 0 0 2.13508763383058
"18" 0 0.059500159609068 0.431624718576175 1 1 -4.19417589659786 -2.93703492443547 -1.23565243444297 1 0 0 0 2.09280919355302
"19" 0 -0.222469013871755 -0.437689048531462 0 0 -5.75149144053747 -5.07703863052263 -4.72593267370954 0 0 0 0 -0.0839065442870499
"20" 1 0.274609660017 0.0292050211788939 0 1 -3.69406328928317 -3.5113607841138 -2.76443168457728 0 0 0 0 0.0435411738387445
"21" 0 -0.329017533702268 -0.580829313316409 0 1 -6.03893557828183 -5.40724707155123 -4.01115862517765 0 0 0 0 -0.613346849337158
"22" 1 0.724850140337748 0.797421405454422 1 0 -0.80403100066513 -0.780529605120562 -1.89467325073516 0 0 0 0 1.99794902251801
"23" 0 0.165791222993201 0.288870466306244 0 0 -4.20602772484024 -4.70508270070897 -4.9086072930522 0 0 0 0 1.801066684137
"24" 1 0.527238114596599 0.594625277517949 0 0 -2.23228229128218 -3.43230346076059 -4.26229088311867 0 0 0 0 1.8201047760212
"25" 0 -0.0764863340067756 -0.0527692233353463 1 0 -4.8783745285112 -3.16204610275828 -3.0799398772658 0 0 0 0 0.907206235377292
"26" 0 -0.0847188608355143 -0.157352278991869 0 0 -5.40545188910322 -5.05290677307465 -4.57040050752631 0 0 0 0 0.687748142337789
"27" 1 0.812431489769826 1.06707602810498 1 1 -0.579601430834525 -0.79936984400679 -0.358673220792389 1 0 0 1 2.93903076500336
"28" 1 0.434865197435081 0.0810792375738806 1 0 -3.74389409682151 -1.497876738517 -2.12366681601221 0 0 0 0 0.319515920143305
"29" 0 -0.114720246599366 0.258261479615894 1 1 -4.40283594376292 -3.48003267169989 -1.64626516519212 0 0 0 1 0.950920794601604
"30" 0 -0.0339081229365145 0.122954771863161 0 0 -4.9217707120243 -4.65135572315594 -4.99043197194036 0 0 0 0 1.12000937081117
"31" 0 -0.515689414895139 -0.180083892372188 1 1 -6.15102088658802 -4.49006264646818 -1.45638471336299 0 0 0 0 -0.308588787887879
"32" 1 0.544332170926516 0.601865196850897 1 0 -2.1198436195481 -0.904938577385341 -2.22901824773126 0 1 1 0 1.59255501738923
"33" 0 -0.224704908000556 -0.46438825124005 1 1 -5.98103141721959 -3.73214754076307 -1.224407172545 0 0 0 1 -0.0403843740072645
"34" 1 0.226119233164833 0.166801075309206 0 0 -3.49014605488481 -3.66959255772418 -4.80998780278501 0 0 0 0 -0.195258393896444
"35" 1 -0.0604430512186662 -0.0446763219222856 1 1 -4.4341639131012 -2.73964829354653 -0.764205581709331 0 0 0 0 -0.835423309976087
"36" 1 0.680441345729911 0.379072748186357 0 1 -2.44617959667602 -3.0409864722729 -3.18921826252346 0 0 0 0 1.09616533076723
"37" 0 -0.0627806403689333 0.0701672882804661 0 1 -4.59075174664027 -5.03494933026592 -4.14560203915953 0 0 0 0 1.19065479294453
"38" 1 0.603332239891373 0.497374624479777 1 1 -2.41997522605503 -1.04290836241791 -0.485731953789274 0 0 0 1 1.36148211784239
"39" 1 0.629035638474302 0.554566510350737 1 0 -1.8817012121369 -0.903544421810171 -2.62242492284764 0 0 0 0 1.93399699763769
"40" 0 -0.275850226669254 -0.212228102997773 1 0 -5.87817640076031 -3.65168181060103 -2.89436636304847 0 0 0 0 0.147082491852023
"41" 0 -0.0657111569071387 -0.137403740056054 1 0 -5.37086032721374 -3.74601042144405 -3.23616538178703 0 0 0 0 0.616968875396162
"42" 1 0.501743065923032 0.576632339346798 1 0 -2.31469886198509 -1.34547006243466 -2.73419379315371 0 0 0 0 1.12037628525467
"43" 1 0.841211051179865 0.695631789609787 1 1 -1.55993980329618 -0.933075421320277 -0.633030690539537 0 0 0 1 1.93073100234741
"44" 1 0.410156086895407 0.464923645096933 0 0 -2.79494722659929 -3.55171973306633 -4.29107832370698 0 0 0 1 1.15253204734302
"45" 1 0.983783583861096 1.09508739458144 0 1 -0.304412978624229 -2.84598033841611 -2.99905629330945 1 0 0 0 3.280282024176
"46" 0 0.178722994858551 0.328101823657824 1 1 -4.0548631770682 -2.64283793941325 -0.856323893740522 0 0 0 0 2.33701597866434
"47" 1 0.28999849329138 0.119196758106944 1 0 -3.58659535913807 -1.79217815626183 -2.52513923105451 0 0 0 0 0.354500165955198
"48" 1 0.354275165094636 0.390163786056951 1 1 -2.77211584994534 -1.89875847421192 -0.479128427931848 0 0 0 0 0.885664690174129
"49" 0 -0.0958956897985352 -0.181779386914244 0 1 -5.43386564781049 -4.84671066612745 -3.93938772173405 0 0 0 1 0.417976452899721
"50" 0 -0.551555182599934 -0.521107604042058 1 0 -6.73376407788511 -4.46641284704284 -3.32523315069546 0 0 0 0 -0.70285947477036
"51" 0 -0.115901436773098 0.0720368908216032 1 0 -5.32396801173406 -3.07937791648002 -3.13738127349938 0 0 0 0 0.737638180382835
"52" 0 0.13684646069643 0.0750876041412561 0 1 -4.65129476147608 -4.35506098196919 -3.74194286484575 0 0 0 0 0.84339349067095
"53" 0 -0.0657515886133788 -0.0864031482483629 1 1 -4.89672281600907 -3.18393109143406 -1.19135265000132 0 0 0 0 1.21418665135541
"54" 0 0.107581966373838 0.156593518160529 1 1 -4.23786600843964 -3.15176388153217 -1.06614842420581 0 0 0 0 1.41484575511801
"55" 0 -0.0926724626762536 0.073976976918753 0 1 -4.90296885390565 -5.14566366790244 -3.69403160218837 0 0 0 0 1.31093733823164
"56" 0 -0.261343837925954 -0.296157482201395 1 0 -5.92961903311843 -3.81342314030228 -3.28032259117465 0 0 0 0 0.375326486103717
"57" 0 -0.00975909065358664 0.32875923318807 1 1 -4.50864038427028 -3.17512733439662 -1.21499903925206 0 0 0 0 1.8231634929049
"58" 0 -0.0158568666322924 -0.342433636815646 0 0 -5.16148266628565 -5.0605778892423 -4.77618613386892 0 0 0 0 -0.140328519228992
"59" 0 0.539833046944409 0.353406367416021 1 1 -3.18596257368158 -2.1859637944656 -1.34413915356932 0 0 0 0 2.7318738678042
"60" 0 0.171758160313742 0.401329584844141 1 0 -3.78901429772534 -2.62514252101556 -3.2764155853212 0 0 0 0 2.90532251714139
"61" 0 0.129412520701797 0.0264275237966656 0 0 -4.65065198135704 -4.90743953273087 -4.65187951905668 0 0 0 0 1.04035643759684
"62" 1 0.331382725735251 0.366315339225907 1 1 -2.9175856687804 -1.43681197699015 -0.547482406680416 0 0 0 0 0.789400360515109
"63" 1 0.286608808989145 0.0281153232978162 1 1 -3.56536265231766 -1.89302836938995 -0.409085193261276 0 0 0 1 0.0315430519961709
"64" 1 0.330233330818268 0.241199946573211 1 1 -3.56006094648541 -1.40834409597241 -0.182526034111812 0 0 0 0 0.915011012918122
"65" 0 -0.189773579078603 -0.161999234420548 1 0 -5.26761840456713 -3.45905973762205 -3.01990744563519 0 0 0 0 0.723110010740648
"66" 0 -0.0838595352820408 -0.0293506804050033 0 1 -5.16597629695208 -5.03887556391306 -3.88159702722079 0 0 0 0 1.15542396910217
"67" 0 0.165901174665784 0.504042780057936 1 1 -3.57738973302309 -2.97087586774 -1.28134173239537 0 0 0 0 2.9637976934727
"68" 0 -0.137994427654968 -0.0306368771656661 0 0 -5.09100499959948 -5.06852522702679 -4.611192390749 0 0 0 0 1.02984448256902
"69" 0 -0.621691184548246 -0.681295121435158 0 0 -6.95070799143067 -5.89376118922057 -5.20469740909658 0 1 1 0 -1.51383458188245
"70" 1 0.418164888736448 0.637684653556859 0 1 -2.2623463365049 -3.60824027343334 -3.05370621413024 0 0 0 0 1.63844635472489
"71" 0 0.00542018694648486 -0.124527217302253 0 0 -5.02998321845837 -4.99491392733337 -4.94756075992611 0 0 0 0 0.924408214665426
"72" 0 -0.406673067967406 -0.485406233479467 0 1 -6.21175198203721 -5.66025751720644 -3.68436788454216 0 0 0 0 -0.157335113361228
"73" 0 0.0488358989314916 0.268247201140142 0 1 -4.33349890874583 -4.99254285309006 -3.68804705124905 0 0 0 0 2.09503998819015
"74" 1 0.226882739106143 0.219229407156513 1 0 -3.53219209291768 -1.90353327346255 -2.67333821769669 0 0 0 0 0.369785733491406
"75" 1 0.556018639018989 0.627678419383277 1 1 -2.01885831459551 -1.35421405133936 -0.36614755664798 0 0 0 0 1.90473847898529
"76" 1 0.391805714974176 0.0924060484686961 1 1 -3.50386433460704 -1.57169242465209 -0.311890398616331 0 0 0 0 0.18196922982784
"77" 1 0.548541326327639 0.468842849047753 1 1 -2.69676937008826 -1.39636396301051 -0.42525733303287 0 0 0 1 1.18534943744489
"78" 1 0.535157762872638 0.637319163609355 0 1 -2.04738332907709 -3.21592708297253 -2.81631797562934 0 0 0 0 1.57805306607412
"79" 1 0.713509715231143 0.641462662375 1 0 -1.65803887479712 -1.14810867659773 -2.26955137069356 0 1 1 0 1.90350074118171
"80" 0 0.0445447363117419 0.154911831779062 0 0 -4.6694698721146 -4.86640163207326 -5.06032018250511 0 0 0 0 1.24054330539738
"81" 0 0.360414202962694 0.560053842784891 0 1 -3.1710075863077 -3.98393188284864 -3.27874661263978 0 0 0 0 2.76232246023163
"82" 0 -0.308696150766973 -0.456014794176774 0 1 -5.93686584020704 -5.82607622895915 -3.9926450125283 0 0 0 0 -0.0853641293740119
"83" 1 0.384624757853269 0.249063623101891 1 1 -3.06411901206889 -1.82033692524712 -0.732588498845587 0 0 0 1 0.316337727807162
"84" 1 0.4211797377592 0.395237415795776 0 0 -2.81074459527698 -3.48047249601955 -4.03615836042071 0 0 0 0 1.1502229748834
"85" 0 -0.0281831235281063 -0.00245545776164573 1 0 -4.8979729416074 -3.29471238826472 -2.88241608185692 0 0 0 1 1.30072447000594
"86" 0 -0.125718814801855 0.0705459283047762 1 0 -4.75719203055424 -3.0719348901832 -3.39847834596624 0 0 0 0 1.29318597358495
"87" 1 0.523498647679003 0.664941164433998 0 1 -2.14529803250099 -3.28530401688444 -2.78933529486018 0 0 0 0 2.27783152438326
"88" 0 -0.241122330924795 -0.036336248885569 1 1 -5.3673815423048 -3.79946619645455 -1.40325822516246 0 0 0 1 0.532003433226254
"89" 0 -0.13858386854146 -0.159046857676838 1 0 -5.13322247953947 -3.40368346862721 -2.89510074101143 0 0 0 0 0.65587615181089
"90" 1 0.734620423538769 0.917347113709119 0 1 -1.08316112911935 -3.04541978123108 -3.19266520316904 0 1 1 0 2.60240770671039
"91" 1 0.240719799336634 -0.037464746811468 0 0 -3.79151003290767 -4.03782491271318 -4.4701616095758 0 0 0 0 -0.495975965000115
"92" 0 0.326650828499301 0.909469849510017 1 1 -2.55512578566002 -2.38205776839195 -0.75873184402126 0 0 0 0 3.94926203147731
"93" 0 -0.118711044837415 -0.224881720619071 0 0 -5.53596121447627 -4.88506362351861 -5.15304305959258 0 0 0 0 0.490970588820843
"94" 0 -0.0902844421296412 -0.102359882489957 0 1 -5.19904143035269 -5.01983952808336 -4.03269926956189 0 0 0 0 0.770192927740104
"95" 1 0.588974277224128 0.532915325060983 1 1 -2.49891152495203 -1.25024837070747 -0.911683096536592 0 0 0 0 1.49766171343705
"96" 0 0.0999981125804043 0.561422491830317 0 1 -3.8977042962419 -4.65096443396804 -3.44716846545787 0 0 0 0 2.42788567712847
"97" 0 -0.133753688783765 0.120133260948072 1 1 -4.82593577919128 -3.14029740411807 -1.15439152009184 0 0 0 1 1.13950052337721
"98" 0 -0.141439330315803 -0.127720110688541 1 1 -5.33440190464149 -3.12130998082807 -1.35007814320766 0 0 0 0 0.730902514192729
"99" 0 -0.215543422773433 -0.178085182891785 1 0 -5.65045244051273 -3.22006092723933 -2.97386604833818 0 0 0 0 0.584477184216539
"100" 1 0.160057596732747 0.240386909487616 1 0 -3.63565560874503 -2.09078813744683 -2.44129882815762 0 0 0 0 0.108844179157673
"101" 0 0.167755017646682 0.144217366467273 0 0 -4.24578877769269 -4.93121544807284 -4.62013356411797 0 0 0 0 1.49373242880234
"102" 0 0.0549042690851483 -0.059864752538171 1 0 -4.67785520072023 -2.82451807234883 -3.19604838547727 0 0 0 0 0.737463651714994
"103" 0 -0.239949724579668 0.19093701269899 1 0 -5.16516292789927 -3.62161877367693 -2.83670771754197 0 0 0 0 1.08009287224976
"104" 0 -0.408383641757971 -0.115358702226348 1 1 -5.66743223003022 -4.18245940753291 -1.31212757279506 0 0 0 0 0.100508596553519
"105" 0 0.0097002176373491 -0.181415624373362 0 0 -4.80923402620085 -5.11859203424148 -5.21776809100355 0 0 0 0 0.400129705470254
"106" 1 0.0221965916771611 -0.106199765979158 0 0 -4.15809544137189 -4.21070541030954 -4.04104044606262 0 0 0 0 -0.832400765467156
"107" 1 0.406851681392925 0.515517123267727 1 0 -2.35464195337393 -1.56749345613164 -2.29495285417051 0 0 0 0 1.16874302113298
"108" 1 0.65097615258295 0.94646155364698 0 0 -0.814493700290003 -3.24419099006716 -4.01327016050987 0 0 0 0 2.31938502959582
"109" 0 0.0247600640138173 0.212189398623642 1 1 -4.30359708057195 -2.90366154181341 -1.28338281048833 0 0 0 0 1.74481882214854
"110" 0 0.112668337771639 0.279672800724858 1 1 -4.23829439834436 -2.80799877269726 -1.1343492561577 0 0 0 0 2.19794176002485
"111" 1 0.876204522057006 0.968363175288024 0 1 -0.961658354189207 -3.23328949664882 -2.89363955550205 0 0 0 0 2.68221596653236
"112" 1 0.806141235023859 0.783546051882188 1 1 -1.28566110946352 -0.739654082425592 -0.253959998279537 0 1 1 1 2.30613478484245
"113" 0 0.0602254055394645 0.187834747599095 0 0 -4.56958148097634 -5.27935857240446 -4.68591284293896 0 0 0 0 1.84609349616002
"114" 0 0.0956174363416777 0.408629401570126 0 1 -4.1347395572455 -4.83398195459154 -3.47417783685133 0 0 0 0 2.27310972860519
"115" 1 0.569781660865917 0.611069153416377 1 1 -2.23502858435994 -1.43150062959915 -0.158456286480115 0 0 0 0 1.01011479195254
"116" 0 -0.132222831383795 0.013209629066104 0 0 -5.3657557046384 -4.88475366169493 -5.08232758913741 0 0 0 0 0.961270896059347
"117" 1 0.339774747534626 0.139113946148976 1 1 -3.23485998118856 -1.42436024861622 -0.832257231089293 0 0 0 1 0.581691443577195
"118" 1 0.314775013400409 0.0698837179659166 1 1 -3.73069839424631 -2.13484887240242 -0.402820885751883 1 1 1 1 -0.529625883663519
"119" 0 -0.538001232276273 -0.619705970877392 0 0 -6.49364613600318 -5.8829988527545 -5.01517388622577 0 0 0 0 -1.13424060601105
"120" 1 0.284099103757158 -0.107638733549744 0 1 -3.94331153916475 -3.9363221872693 -2.90406130506166 0 0 0 0 -0.209444837609009
"121" 0 0.134792593537134 0.125170919192629 1 0 -4.73721665537282 -2.76664666854833 -3.10467526260368 0 0 0 0 1.51118039543578
"122" 0 0.244447551255697 0.239707232187123 1 1 -3.91498200510062 -2.68195990271415 -1.21466885957176 0 0 0 0 1.84584077426843
"123" 0 -0.233773544291464 -0.34688291431553 0 0 -6.05121749044035 -5.22385679280036 -4.80211655303117 0 0 0 0 0.0794829049931629
"124" 0 0.32999877279146 0.455128175105141 1 1 -3.47404817139812 -2.4510091858228 -0.885557075252063 0 0 0 1 2.3040775339894
"125" 0 -0.105027724646182 -0.314618796791501 1 0 -5.7723112097673 -3.39861484643099 -3.46415732563089 0 0 0 0 0.130232431774452
"126" 0 0.0385037466241189 0.229418349451767 1 0 -4.55741006118901 -2.94238901978967 -2.82117021924461 0 0 0 0 1.96586512995034
"127" 1 0.53478833505318 0.510654173732615 1 1 -2.72278663393745 -1.76174220122158 -0.443398999080814 0 1 1 0 1.43490744896271
"128" 1 0.455872544627676 0.610011994051894 1 1 -2.48908844984825 -1.23213708621245 -0.471510167830164 0 0 0 1 1.55933091081022
"129" 0 -0.181603523960642 -0.0947974999920263 1 1 -5.36661427477165 -3.43761549701356 -1.48333764407838 0 0 0 0 0.685504394699142
"130" 0 -0.117838847479793 -0.148317831602012 1 1 -5.53407582644594 -2.86853415263137 -1.33429886476373 0 0 0 0 0.917373605118799
"131" 0 -0.190855426807389 -0.054049877048317 0 1 -5.20681850932373 -4.66275322186503 -3.89577303738168 0 0 0 0 1.00325162932047
"132" 1 0.496762028642867 0.452962839358249 1 0 -2.05927859512756 -1.64781536799683 -2.11146259616438 0 1 1 1 1.51387651528158
"133" 1 0.0505013558360842 -0.0646479691846502 1 1 -4.31791832525468 -2.13883072291731 -0.715503856313282 0 0 0 0 -1.15980339424932
"134" 0 -0.308960684356718 -0.282504119940312 1 0 -6.08301038448355 -3.84455251584668 -3.31361023118735 0 0 0 0 0.0874626565299924
"135" 0 -0.493956362647316 -0.491962265585436 0 0 -6.62889664415542 -5.66470715820578 -4.94498999395876 0 0 0 0 -0.634071464560088
"136" 0 0.291364087261481 0.284691355656954 1 1 -4.18072532259292 -2.23839476787866 -1.41926854519614 1 0 0 0 2.39817327097435
"137" 0 0.042433346809905 -0.213655977902456 1 1 -5.23532752743766 -2.74386405804478 -1.28362621042717 0 0 0 0 0.684486578986723
"138" 0 0.40084119611234 0.591710296382145 0 0 -2.8084808722585 -4.30871843469549 -4.56778757631761 0 0 0 0 2.73572789702512
"139" 0 0.0238024168192606 0.248086545163159 0 1 -4.39514447351831 -4.82198517798108 -3.9297037411027 0 0 0 0 1.18701887790573
"140" 1 0.524332415375627 0.294235944169635 1 1 -3.00409633062126 -0.975982296156721 -0.620422954380261 0 1 1 0 0.794993925451335
"141" 1 0.423832694406493 0.636521944587651 1 1 -2.38991612319787 -1.13264958069723 -0.779870870712406 0 0 0 0 1.73114355403334
"142" 0 0.0687141348721471 0.0223838642161965 1 0 -5.03126236305966 -3.06540287807998 -2.72589775710938 0 0 0 0 1.05725196136345
"143" 0 0.398874354733523 0.823016052171953 0 0 -2.57980845541947 -4.12864297007019 -4.51935264465112 0 0 0 0 3.39757418346288
"144" 1 0.22251869474299 -0.0295599014624668 0 0 -3.84320103485706 -3.61166086829563 -4.21006616229272 0 0 0 0 -0.154818101642772
"145" 0 -0.264440037865916 -0.26574002966412 1 0 -5.62530817225389 -3.75576640525697 -3.30269650143022 0 0 0 0 -0.32741050495612
"146" 1 0.787448770257471 0.845386551645717 1 1 -1.05651144069348 -0.468272694835479 -0.734369493803321 1 0 0 1 2.41077547562043
"147" 1 0.408298670494842 0.450290241173226 1 0 -2.73229358740878 -1.61727866137098 -2.41530865923354 0 0 0 0 0.703542156404137
"148" 0 -0.153936792065785 -0.453716832216537 1 1 -5.94398378840896 -3.53059349361853 -1.21118458915462 0 0 0 0 -0.291943119267715
"149" 0 -0.196103302532866 0.0292147130887332 0 0 -5.15979413908844 -4.9460349052567 -5.11776532355245 0 0 0 0 0.894403995341333
"150" 0 0.525666233230735 0.506319717521721 1 1 -3.05906123941815 -1.67205087278924 -1.5578023254935 0 0 0 0 2.35584331943028
"151" 0 0.223473815030079 0.525769477887819 0 1 -3.653603957836 -4.20912322166918 -3.40473308095107 0 0 0 0 2.41125013977977
"152" 1 0.0286024980510938 0.00359809342192907 1 1 -4.29753418560256 -2.48910907052603 -0.692082480411032 0 0 0 1 -0.790268485701947
"153" 0 -0.0353761735490604 0.247431098048308 1 1 -4.12234210082773 -2.77839128273705 -1.36853144260379 0 0 0 0 1.63624664318343
"154" 0 -0.161204884806898 -0.299425099390959 0 1 -5.73889063052436 -5.21884116495513 -3.68340374617602 0 0 0 0 0.28694342177779
"155" 1 0.477639508566904 0.556406152402625 1 0 -2.27323347200514 -1.57644464809409 -2.18460799613164 0 0 0 0 1.45932323992271
"156" 1 0.0764224809544317 -0.0540246649884066 1 1 -4.02083152233942 -2.62310175775716 -0.838978883031434 0 0 0 1 -0.514498328848627
"157" 1 0.407828485378985 0.452420453258023 1 0 -2.76565788090678 -1.68256384425429 -2.17069914433054 0 0 0 0 1.37035764348936
"158" 1 0.275712055027888 0.582736626666566 1 1 -2.50351504648216 -2.0855686449802 -0.743016276999073 0 0 0 1 0.900124476359286
"159" 0 0.252547638048612 0.447121198361484 0 1 -3.64450015599828 -4.26549393425857 -3.58527274856457 0 0 0 0 2.26467538039016
"160" 1 0.717447488267892 0.524972158917815 0 0 -2.04620573091087 -3.22653937863107 -4.01910098492893 0 0 0 0 1.04021340945764
"161" 1 0.721556653536441 0.782102247160045 0 1 -1.3685470385723 -3.04639308702216 -2.74613367942385 1 0 0 0 1.93015659783805
"162" 0 0.00704879006542772 -0.192187939929639 0 0 -5.35708211177764 -5.05208037176853 -5.24959856817506 0 0 0 0 0.367779580754111
"163" 0 0.208195960913562 0.232965469016954 1 1 -4.37700818468498 -2.51547102940731 -1.32032108512385 0 0 0 0 2.22673621724786
"164" 0 0.101826672743926 0.231508871807631 1 1 -4.57613987394791 -2.46866132106688 -0.976496483881202 0 0 0 1 1.74779141492234
"165" 0 -0.107140872982957 -0.268124705781725 0 0 -5.43618619597205 -4.88164625309768 -4.99159468326258 0 0 0 0 0.204864591025581
"166" 0 -0.188106926288101 -0.211327368635427 1 1 -5.63177082841431 -3.69637265033824 -1.26807160610888 0 0 0 0 0.244178507520502
"167" 0 0.230112283884646 -0.00486215997851797 1 1 -4.36104375192239 -2.35018189090177 -0.950571789355226 0 1 1 0 1.68274602088937
"168" 1 0.36695600971128 0.379490227140509 1 0 -2.70820861010444 -1.46705886257099 -2.06247920727435 0 1 1 0 0.691522602122181
"169" 1 0.265374687410138 0.502336357288974 1 0 -2.7963813857684 -1.7546611802515 -2.17763534474433 0 0 0 0 0.807208130157476
"170" 1 0.829120091842581 0.971480211066894 1 1 -0.604221467658722 -0.599404948064995 -0.0073562873598122 0 0 0 0 2.86730234443687
"171" 0 0.122833651959964 0.0126316545608726 1 0 -4.98290891819932 -2.93121281619467 -3.40277994279583 0 0 0 0 1.13428010617579
"172" 0 -0.236532184885093 -0.134968238153954 1 0 -5.22914184309883 -3.34792631878194 -3.06727498319097 0 0 0 0 0.549129100029095
"173" 0 -0.475428867996459 -0.736689029167986 0 1 -6.82540363658505 -5.38143700793243 -3.89831246751572 0 0 0 0 -1.12017629686027
"174" 1 -0.0613346795265692 -0.203557533161308 0 0 -4.88539362314837 -4.21318200156598 -4.35971266483046 0 0 0 0 -1.25380836654178
"175" 1 0.300238508818899 0.0662300196681371 1 0 -4.05242935833308 -1.68166355085541 -2.27277768697154 0 0 0 0 -0.177120605540452
"176" 0 -0.0878720365330717 -0.258474726907409 1 0 -5.34902461362111 -3.31412763671415 -3.40029241680399 0 0 0 0 0.405591853470472
"177" 1 0.38014949813822 0.195619808194423 1 1 -2.87957161834623 -1.91157709116719 -0.787100949600901 0 0 0 0 0.412835693499632
"178" 1 0.278973504876596 0.064061657445854 0 1 -3.64795963095515 -4.10906349562764 -2.46456870245758 0 0 0 0 0.187325218288318
"179" 0 0.24207502538221 0.472816573338583 0 1 -3.66777081285169 -4.61863713205594 -3.71095750049596 0 0 0 0 2.29807479617442
"180" 1 0.67890894408921 0.855582513664559 1 1 -1.19254380117331 -1.13439398347511 -0.471216067856668 0 0 0 1 1.68237896076411
"181" 0 -0.0318941717748635 -0.123347245605018 1 0 -5.18297523566642 -3.10664280253536 -3.44576191451882 0 0 0 0 0.719017639219387
"182" 1 0.426591812646469 0.10481723849403 0 0 -3.193394232198 -3.63231540491335 -4.51600181743979 0 0 0 0 -0.519772149582022
"183" 1 0.618872414281082 0.54665576688859 0 0 -2.21608000801456 -2.93295244888422 -4.24099792000891 0 0 0 0 1.41256486656861
"184" 1 0.656939739133903 0.457277716187178 0 1 -2.25510859910943 -3.27721042030544 -2.61954449235117 0 1 1 0 1.3067496119076
"185" 0 0.173690406375134 -0.100718709438927 0 0 -4.76020663417824 -4.68006180859067 -4.90005499986901 0 0 0 0 0.726887287944634
"186" 0 -0.31865570352728 -0.0796702751793756 0 0 -5.91072214171909 -5.10394247407908 -5.02481552246778 0 0 0 0 0.599617186829713
"187" 0 -0.601056282267935 -0.860388615745825 0 0 -6.78937659788579 -5.92409255965159 -5.26928463873553 0 0 0 0 -1.79349321707968
"188" 0 0.220107576713023 0.263499727406577 0 1 -4.20205358742753 -3.98065576127869 -3.22538180273768 0 0 0 0 1.9404273922269
"189" 0 -0.341744642276185 -0.15302997160078 1 1 -5.44478021209709 -3.66834700432466 -1.09034316814269 0 0 0 0 0.332401788076173
"190" 1 -0.189257258666112 -0.569507857500554 0 0 -5.48466235708525 -4.78180950884821 -4.47598799203082 0 0 0 0 -2.0922907485031
"191" 1 0.461543072396815 0.629458486668953 1 1 -2.15395029380021 -1.43597028486727 -0.380687913336384 0 0 0 1 1.77594483867452
"192" 0 0.0244393760876427 0.0548050139906489 0 0 -4.65452855247014 -4.82665554498607 -4.65957625923038 0 0 0 0 1.08397396002118
"193" 0 0.330121179690245 0.724899864413254 0 0 -3.2724586153923 -4.48209306862934 -4.34935295536541 0 0 0 0 2.9231128221934
"194" 1 0.356472927849153 0.534279967016728 1 0 -3.07529546896829 -1.67561731773494 -2.3225305612853 0 0 0 0 1.00637000100696
"195" 1 0.735635433587797 0.675630204345231 1 1 -1.72064178021751 -0.699866873157435 -0.439367801749016 0 1 1 0 2.23475787495279
