"A" "M_cont" "M_bin" "M_cat" "contY_binM_int" "contY_contM_int" "contY_catM_int" "binY_binM_int" "binY_contM_int" "binY_catM_int" "countY_binM_int" "countY_contM_int" "countY_catM_int" "Ycen_binM_int" "Ycen_contM_int" "Ycen_catM_int" "cens_binM" "cens_contM" "cens_catM" "delta_binM" "delta_contM" "delta_catM" "C"
"37" 0 -0.0750255835965961 0 0 -4.86145815532772 -4.49953453571911 -4.45329515740423 0 0 0 6 6 4 0.0060554186472174 0.004106123834929 0.00436890756083102 1 1 1 0 0 0 1.19065479294453
"38" 1 0.480282761589114 1 1 -2.02673273845678 -2.99336659314379 -2.28884703801806 0 0 0 1 2 2 0.0480435148151924 0.015295216468914 0.0548107245394394 1 1 0 0 0 1 1.36148211784239
"39" 1 0.569168893735807 1 0 -1.35274650207851 -2.9538075120998 -3.95697812426654 0 0 0 1 1 3 0.0390322887529673 0.0172905999027144 0.0123867646455178 1 1 1 0 0 0 1.93399699763769
"40" 0 -0.0860585238450076 1 0 -3.21733747767466 -5.2276616678758 -4.99761993574485 0 0 0 4 1 2 0.0454760451367616 0.00178431764165562 0.00727718754669679 1 1 1 0 0 0 0.147082491852023
"41" 0 -0.106167589192946 1 1 -3.30149687135953 -5.07291350971268 -3.09953399225769 0 0 0 4 7 5 0.023605822768494 0.00750104227373149 0.0508652938990999 1 1 1 0 0 0 0.616968875396162
"42" 1 0.427359785255838 1 1 -1.88174291786201 -3.01343701136749 -1.91444250761053 0 0 0 2 1 1 0.0545178706239442 0.0180175033715773 0.0548107245394394 0 1 0 1 0 1 1.12037628525467
"43" 1 0.813454869132027 1 1 -1.67593420618456 -2.59014097014969 -2.1058109393017 0 0 0 2 2 3 0.0519153712939152 0.00804984955312791 0.0548107245394394 1 1 0 0 0 1 1.93073100234741
"44" 1 0.483253826550065 0 0 -4.0721149837946 -3.18618777251745 -4.02202988926792 0 0 0 5 3 2 0.00862568819865226 0.00184180777177038 0.0220911703841524 1 1 1 0 0 0 1.15253204734302
"45" 1 0.856612355651635 0 2 -3.78147746598624 -1.86009792407432 -2.49705833527604 0 0 0 1 2 2 0.0069666366207054 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 3.280282024176
"46" 0 0.0600285089790348 1 2 -2.94587137409562 -4.87135429988586 -3.84389967780344 0 0 0 3 1 2 0.0034283343813567 0.0100427419731205 0.0251626154068908 1 1 1 0 0 0 2.33701597866434
"47" 1 0.294901856151673 1 2 -2.10303431071851 -3.96778147192709 -2.26572589978237 1 0 0 1 3 2 0.0545178706239442 0.0164845540708249 0.051226860836166 0 1 1 1 0 0 0.354500165955198
"48" 1 0.408170324910479 1 1 -2.22483314003258 -3.24594809452668 -1.61579798068045 0 0 0 0 3 1 0.0194118098011123 0.00663398128188855 0.0548107245394394 1 1 0 0 0 1 0.885664690174129
"49" 0 -0.297207046644727 0 1 -4.74197629290636 -5.45566297609888 -2.84880684727289 0 0 0 6 8 7 0.0008857671287038 0.000707532156990167 0.0232556180275769 1 1 1 0 0 0 0.417976452899721
"50" 0 -0.428769142012376 1 1 -3.28082304001436 -5.88885599352694 -3.44469905768947 0 0 0 4 3 2 0.00502400622906676 0.00593185782335316 0.0548107245394394 1 1 0 0 0 1 -0.70285947477036
"51" 0 -0.0240858548330375 1 1 -3.17637853352321 -5.32303043439445 -2.96127791438422 0 0 0 3 9 4 0.0472458137793453 0.00735864549888994 0.000146570260541104 1 1 1 0 0 0 0.737638180382835
"52" 0 -0.0277451689933999 0 2 -4.70462497962655 -5.02006330010992 -3.6344463440269 0 0 0 11 4 2 0.00490671693356141 0.00731758919371681 0.0263886652311766 1 1 1 0 0 0 0.84339349067095
"53" 0 -0.106562736298677 1 2 -2.94511822231324 -5.18324315589057 -3.73720550830233 0 0 0 5 5 6 0.0545178706239442 0.00498535956245195 0.00592188975687651 0 1 1 1 0 0 1.21418665135541
"54" 0 0.0781565721545118 1 0 -3.32306624639726 -5.01949446046251 -4.79684108526679 0 0 1 2 5 2 0.0545178706239442 0.016338028848833 0.0125646037425919 0 1 1 1 0 0 1.41484575511801
"55" 0 -0.0364308225963543 0 2 -4.61939901900367 -4.90156873959515 -3.55194223193055 0 0 0 8 3 8 0.0141219211583912 0.00778139399531534 0.0225444161330126 1 1 1 0 0 0 1.31093733823164
"56" 0 -0.216665130038119 1 1 -3.51958930663958 -5.05383910211774 -3.53328288461041 0 0 1 1 6 3 0.0545178706239442 0.00297411261306823 0.0247461661388046 0 1 1 1 0 0 0.375326486103717
"57" 0 0.139035532326876 1 1 -2.98245252888422 -4.33343809578975 -3.25437328162743 0 0 0 1 4 4 0.0322194664113506 0.00108287364984616 0.0217251127960617 1 1 1 0 0 0 1.8231634929049
"58" 0 -0.320318296981035 0 1 -5.00166351928002 -5.91961627850528 -3.22389825689305 0 0 0 4 7 3 0.000541365001499059 0.0141450738430244 0.0548107245394394 1 1 0 0 0 1 -0.140328519228992
"59" 0 0.148404822549678 1 2 -2.79473473464996 -4.55499862368417 -3.65432832996523 0 0 0 3 7 1 0.0545178706239442 0.000350588914837109 0.0464970371442443 0 1 1 1 0 0 2.7318738678042
"60" 0 0.332466531839573 1 0 -2.77187475997544 -4.20744579070946 -4.97666014126395 0 0 0 3 6 4 0.0545178706239442 0.023934666332045 0.0102135445918459 0 0 1 1 1 0 2.90532251714139
"61" 0 0.186028253790514 0 0 -4.59534179143914 -4.71279411197972 -4.87901986736468 0 0 0 8 5 7 0.00241831209374403 0.00537715555657779 0.00166002576556938 1 1 1 0 0 0 1.04035643759684
"62" 1 0.356118243147774 1 1 -2.05647886269205 -2.98613466189879 -1.99249656366846 0 0 0 3 4 6 0.0317421905384256 0.0149022023657975 0.0507107318281971 1 1 1 0 0 0 0.789400360515109
"63" 1 0.252792073660442 1 0 -2.02219660759823 -3.53331173477073 -3.65660497319368 0 0 0 1 2 6 0.0545178706239442 0.023934666332045 0.0010978367151345 0 0 1 1 1 0 0.0315430519961709
"64" 1 0.39194239201352 1 0 -2.16664937564521 -3.10973676849285 -3.98892253748079 0 0 0 1 4 6 0.00612933333370642 0.023934666332045 0.00312056789921159 1 0 1 0 1 0 0.915011012918122
"65" 0 -0.0577906849759806 1 2 -2.9896701343989 -4.95984445962065 -4.01236977185735 0 0 0 2 7 4 0.00590215056303981 0.0114438385656616 0.00400629115373107 1 1 1 0 0 0 0.723110010740648
"66" 0 -0.0231451959264027 0 0 -4.96465878435244 -5.07969297457785 -4.58575938342256 0 0 0 3 4 3 0.00589278913027117 0.00314295069046918 0.00434396406487681 1 1 1 0 0 0 1.15542396910217
"67" 0 0.372129712037881 1 1 -2.70904061275916 -4.05139088708743 -2.83725072998945 0 0 0 3 3 0 0.0545178706239442 0.00706952649324434 0.0098728659566192 0 1 1 1 0 0 2.9637976934727
"68" 0 -0.347240497953271 0 2 -5.00221473000301 -5.6535394117853 -3.76615664374573 0 0 0 10 7 3 0.00915184363658574 0.000363701007993983 0.0548107245394394 1 1 0 0 0 1 1.02984448256902
"69" 0 -0.362753684118869 0 0 -5.35279086819315 -5.90081221449284 -5.21392320984874 0 0 0 5 4 2 0.00585505446063464 0.00319771555282967 0.0020948731624902 1 1 1 0 0 0 -1.51383458188245
"70" 1 0.448250897199599 0 0 -4.03559226603047 -3.25682546334184 -4.02401184233703 0 1 0 3 6 4 0.0544735523796578 0.0166506022114393 0.0265361237118657 1 1 1 0 0 0 1.63844635472489
"71" 0 -0.15078639685303 0 0 -5.17450215222268 -5.2908752957013 -5.33056616738817 0 0 0 5 6 8 0.0120251904958517 0.023934666332045 0.00238263211152178 1 0 1 0 1 0 0.924408214665426
"72" 0 -0.22754976763264 0 1 -4.90744125043512 -5.49906117406902 -3.12818373785541 0 0 0 6 8 2 0.00317712293613931 0.000409311477677163 0.0548107245394394 1 1 0 0 0 1 -0.157335113361228
"73" 0 0.185752503387192 0 2 -4.96315720541852 -4.67957772933503 -3.18859950884555 0 0 0 6 2 8 0.00779570302285957 0.023934666332045 0.0218929611497064 1 0 1 0 1 0 2.09503998819015
"74" 1 0.361522610824553 1 1 -2.3972980776817 -3.45870837824086 -2.27060374727654 0 0 0 1 5 3 0.000141586920751998 0.023934666332045 0.00554039444607968 1 0 1 0 1 0 0.369785733491406
"75" 1 0.494253775889957 1 1 -1.92127709572479 -3.1366057288897 -1.81654738562713 0 0 0 2 1 1 0.0545178706239442 0.0109123622896079 0.0548107245394394 0 1 0 1 0 1 1.90473847898529
"76" 1 0.176667918101748 1 0 -2.03791432566697 -4.09996253511774 -4.18670579002001 0 1 0 4 4 8 0.0545178706239442 0.0159237424465137 0.00745505857638069 0 1 1 1 0 0 0.18196922982784
"77" 1 0.471938767316134 1 2 -2.1318724752875 -3.20030664051145 -2.86248849526557 0 0 0 0 4 2 0.014419216834009 0.0137471040897159 0.0548107245394394 1 1 0 0 0 1 1.18534943744489
"78" 1 0.602838542389052 0 2 -3.8773612882917 -2.77947702402243 -2.71793560088042 0 0 0 4 3 2 0.0259710273270776 0.023934666332045 0.0383046226280739 1 0 1 0 1 0 1.57805306607412
"79" 1 0.677440646383405 1 1 -2.04848144427861 -2.49591534451292 -2.09508953330666 0 0 0 2 5 2 0.00509578442852023 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 1.90350074118171
"80" 0 -0.000521147460937115 0 0 -4.77230849289926 -4.91688517666647 -4.86396343950928 0 0 0 3 3 6 0.00694808625094698 0.00803114474563317 0.00614492052083157 1 1 1 0 0 0 1.24054330539738
"81" 0 0.220306872696563 0 1 -4.88153446454865 -4.59069833367135 -2.81758544196125 0 0 0 5 3 5 0.00111919202001458 0.0231607516042702 0.0548107245394394 1 1 0 0 0 1 2.76232246023163
"82" 0 -0.311482059535967 0 2 -4.89715416530703 -5.55097000924452 -3.67694715095331 0 0 0 5 5 2 0.0116250556643999 0.000521613326069408 0.0117381607003262 1 1 1 0 0 0 -0.0853641293740119
"83" 1 0.151453872502274 1 1 -1.93638792568731 -3.51096169096043 -2.29598034795974 0 0 0 1 3 4 0.0444607546845551 0.00488418982226471 0.0548107245394394 1 1 0 0 0 1 0.316337727807162
"84" 1 0.404384333650333 0 2 -4.07109926386869 -3.27128048634179 -2.55716321771585 0 0 0 0 3 2 0.0533828152674749 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 1.1502229748834
"85" 0 0.119943011457724 1 0 -3.33146207056962 -4.64099469908802 -4.78792478871287 0 0 0 5 1 3 0.0545178706239442 0.0106488070413917 0.011176192524118 0 1 1 1 0 0 1.30072447000594
"86" 0 0.152176986170481 1 2 -3.02113959018097 -4.51780353094578 -3.31540417966204 0 0 0 1 9 4 0.036814488161568 0.00342586602932087 0.0304362692236607 1 1 1 0 0 0 1.29318597358495
"87" 1 0.773276760207847 0 0 -3.91996749401857 -2.37543229472681 -3.86629006287481 0 0 0 5 4 3 0.00315733615564062 0.0159731524052303 0.013182563538373 1 1 1 0 0 0 2.27783152438326
"88" 0 -0.0352493533220578 1 2 -3.63571408198518 -5.01578943719305 -3.57046522630428 0 0 0 5 5 8 0.0109442265359669 0.023934666332045 0.0348123510794964 1 0 1 0 1 0 0.532003433226254
"89" 0 -0.162366744104389 1 2 -3.21293140214875 -5.0470650562114 -3.86500639414844 0 0 0 2 4 6 0.031585332775121 0.00508087498712697 0.0548107245394394 1 1 0 0 0 1 0.65587615181089
"90" 1 0.789343937583696 0 2 -3.69669200946573 -2.17313028783877 -2.28364388160702 0 0 0 2 2 2 0.0096297153818015 0.023934666332045 0.0303863076259429 1 0 1 0 1 0 2.60240770671039
"91" 1 0.114837640392961 0 0 -3.98282027401323 -4.0948394438559 -4.13576896954804 0 0 0 6 4 8 0.00151159825655526 0.00587244914647179 0.00457477024787416 1 1 1 0 0 0 -0.495975965000115
"92" 0 0.747708120678989 1 0 -2.48220314822062 -3.2980880688972 -4.39123216064376 0 0 0 4 3 6 0.00615251449710118 0.0170458686564937 0.0043510057866072 1 1 1 0 0 0 3.94926203147731
"93" 0 -0.202010459417761 0 0 -4.7262942695799 -5.3129742836327 -4.84726298863404 0 0 0 5 5 7 0.00414173457255167 0.000453530189240261 0.00308986942746844 1 1 1 0 0 0 0.490970588820843
"94" 0 -0.101622293350096 0 0 -4.7369664611571 -4.98907883997723 -4.92002546004651 0 0 0 7 5 7 0.0228762702563528 0.000168068007866849 0.00457036201645713 1 1 1 0 0 0 0.770192927740104
"95" 1 0.584982719947733 1 1 -2.27032902904177 -3.01721701162639 -1.87455099186758 0 0 0 1 3 3 0.0545178706239442 0.023934666332045 0.0383553608536494 0 0 1 1 1 0 1.49766171343705
"96" 0 0.214216222430131 0 0 -4.55111900309414 -4.40001779318561 -5.07476573798083 0 0 0 6 2 1 9.63787996002773e-05 0.00344782716666422 0.018708459885527 1 1 1 0 0 0 2.42788567712847
"97" 0 0.151416338217479 1 2 -3.01611084344028 -4.54644629771807 -3.19520547910218 0 0 0 2 5 4 0.00306756011600616 0.00571188079294336 0.0491615895037366 1 1 1 0 0 0 1.13950052337721
"98" 0 -0.222707554999821 1 2 -3.12418015397903 -5.27464518055359 -3.5911990528025 0 0 0 1 4 2 0.0545178706239442 0.0113601665260273 0.00750553569273242 0 1 1 1 0 0 0.730902514192729
"99" 0 -0.0714557564992735 1 1 -3.31640511842317 -5.32919402343183 -3.31585341083267 0 0 0 1 5 4 0.0177849843974616 0.00409688512990146 0.0130592706152456 1 1 1 0 0 0 0.584477184216539
"100" 1 0.307943831734705 1 1 -2.00045880604642 -3.65973502104011 -2.08210705383952 0 0 0 2 2 0 0.0545178706239442 0.00782805266213873 0.0548107245394394 0 1 0 1 0 1 0.108844179157673
"101" 0 -0.00232696914815803 0 0 -5.13464849555962 -4.73505241397863 -5.13785126598416 0 0 0 2 2 5 0.00499985780411663 0.0110136362266005 0.0184736122764784 1 1 1 0 0 0 1.49373242880234
"102" 0 -0.278448396933601 1 2 -3.07994099960973 -5.46050913481549 -3.69123275651332 0 0 0 5 3 4 0.00392994885319392 0.00334965714186827 0.0477102934258922 1 1 1 0 0 0 0.737463651714994
"103" 0 -0.111483424988121 1 1 -2.87525730405876 -5.17999786278097 -3.26069487026848 0 0 0 2 7 3 0.0545178706239442 0.00018364576824878 0.0548107245394394 0 1 0 1 0 1 1.08009287224976
"104" 0 -0.377513960452583 1 0 -3.00705428207465 -5.95519097715453 -4.99091641833645 0 0 0 6 5 7 0.0545178706239442 0.00266181897403262 0.00296923751623874 0 1 1 1 0 0 0.100508596553519
"105" 0 -0.134086763409928 0 1 -4.74504282936756 -5.12397315301208 -3.23756770629806 0 0 0 7 3 6 0.00360444034895466 0.011764162318976 0.0548107245394394 1 1 0 0 0 1 0.400129705470254
"106" 1 0.00379477451321092 0 2 -4.49255483626123 -4.17863441632522 -2.61745132111917 0 0 0 8 7 4 0.0294807512755563 0.00355810402428887 0.0548107245394394 1 1 0 0 0 1 -0.832400765467156
"107" 1 0.530280362968235 1 2 -1.91279688563892 -3.00175545279365 -2.71423807439577 0 0 0 1 5 0 0.000761151333235678 0.023934666332045 0.0153734733770048 1 0 1 0 1 0 1.16874302113298
"108" 1 0.811777134723684 0 2 -4.03048843134457 -2.29958834268326 -2.47090331084294 0 0 0 4 2 2 0.0171777200502024 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 2.31938502959582
"109" 0 0.198321611081331 1 0 -3.1244269141748 -4.53479599342708 -4.77876149428788 0 0 0 4 1 7 0.0484269223982682 0.023934666332045 0.000787582418603697 1 0 1 0 1 0 1.74481882214854
"110" 0 0.16541807988774 1 0 -3.31922684573199 -4.73855719913726 -4.760973745171 0 0 0 4 5 6 0.0297959215275607 0.00703610607235671 0.00823629035350678 1 1 1 0 0 0 2.19794176002485
"111" 1 0.778417735816442 0 0 -4.00557665939083 -2.15660489822848 -3.95335866080789 0 0 0 4 3 3 0.00489763445289495 0.023934666332045 0.0222455757793388 1 0 1 0 1 0 2.68221596653236
"112" 1 0.648857223451848 1 1 -1.96964455038743 -2.68487994528615 -1.81906459310364 0 0 1 0 2 2 0.0502503450633148 0.0233926489361779 0.0548107245394394 1 1 0 0 0 1 2.30613478484245
"113" 0 0.143539173166989 0 0 -4.93642437626504 -4.46802961298394 -4.94696073608684 0 0 0 6 8 5 0.00677319897566609 0.0156375855547502 0.00794805320126553 1 1 1 0 0 0 1.84609349616002
"114" 0 0.209223768505211 0 2 -4.90004049447302 -4.26242270010564 -3.60561384997891 0 0 0 6 8 1 0.0111245621632267 0.00109198809556255 0.0548107245394394 1 1 0 0 0 1 2.27310972860519
"115" 1 0.438562759838809 1 2 -1.97777644942986 -3.12589517469413 -2.27805484830527 0 0 0 0 3 5 0.0508230740653342 0.00800372158504806 0.00396276251644753 1 1 1 0 0 0 1.01011479195254
"116" 0 -0.0358306184560465 0 1 -4.7664307835103 -5.20152270291478 -3.15676489010237 0 0 0 3 5 0 0.00983557672430207 0.000302950453804373 0.00910652519479288 1 1 1 0 0 0 0.961270896059347
"117" 1 0.365295546226359 1 2 -2.00431179747982 -3.19201778823523 -2.17894882567598 0 0 0 2 6 4 0.0545178706239442 0.023934666332045 0.00565908725486106 0 0 1 1 1 0 0.581691443577195
"118" 1 0.215616080706468 1 2 -2.09078993649686 -3.95039714638289 -2.61396022292723 0 0 0 1 2 2 0.0545178706239442 0.00544842204640133 0.00210762770420065 0 1 1 1 0 0 -0.529625883663519
"119" 0 -0.415903462282436 0 0 -5.16212481816161 -5.93705043396868 -4.49099632845095 0 0 0 5 5 8 0.00461043890328409 0.000636226172406534 0.000242439809118984 1 1 1 0 0 0 -1.13424060601105
"120" 1 0.250756616336207 0 0 -4.6635497853231 -3.58886209977205 -4.28523951709795 0 0 0 7 6 3 0.00975737422439775 0.023934666332045 0.00122948844491975 1 0 1 0 1 0 -0.209444837609009
"121" 0 0.0568921094000863 1 2 -3.32887177140758 -4.99132583239182 -3.80338309636802 0 0 0 4 4 4 0.0107029395810374 0.0187369447947052 0.00869333383583479 1 1 1 0 0 0 1.51118039543578
"122" 0 0.10771956350341 1 2 -2.87228109830736 -4.82468596671578 -3.74379272159583 0 0 0 1 4 6 0.0545178706239442 0.0126529303432537 0.0160883835914861 0 1 1 1 0 0 1.84584077426843
"123" 0 -0.300544538635403 0 0 -4.89811634251796 -5.57722459179031 -5.03957170789848 0 0 0 5 7 10 0.0136768755399995 0.00235679567263859 7.76530048830151e-05 1 1 1 0 0 0 0.0794829049931629
"124" 0 0.130090029881852 1 1 -3.05046854867986 -4.53217772453541 -2.70372630209934 0 0 0 3 5 2 0.0545178706239442 0.023934666332045 0.0548107245394394 0 0 0 1 1 1 2.3040775339894
"125" 0 -0.133152967009582 1 0 -3.46313195317698 -5.10421777117363 -4.89162385704867 0 0 0 6 3 7 0.0545178706239442 0.000130065243457163 0.00672573672083587 0 1 1 1 0 0 0.130232431774452
"126" 0 0.267600214558397 1 2 -3.20844163666092 -4.70639000520086 -3.60163808607268 0 0 0 1 3 4 0.0466588097036447 0.000507895612088916 0.0148215834174799 1 1 1 0 0 0 1.96586512995034
"127" 1 0.477979445687103 1 2 -2.27841598013518 -3.08340438618728 -2.1361260135839 1 0 0 1 3 6 0.0433968795823852 0.023934666332045 0.00311633533519255 1 0 1 0 1 0 1.43490744896271
"128" 1 0.551332885192364 1 1 -1.70414673886009 -3.10685367206657 -2.12935974105352 1 0 1 3 0 0 0.0545178706239442 0.023934666332045 0.0287205910645923 0 0 1 1 1 0 1.55933091081022
"129" 0 -0.189679353498537 1 0 -3.18792851148693 -5.25529587309692 -5.01839508317721 0 0 0 5 7 4 0.0545178706239442 0.00678939172932993 0.00809415257342743 0 1 1 1 0 0 0.685504394699142
"130" 0 -0.070445914447671 1 2 -3.07339961417722 -4.95630347656986 -3.84747382062512 0 0 0 3 3 4 0.0277388677444775 0.00193008864119622 0.0305669555624819 1 1 1 0 0 0 0.917373605118799
