"A" "M_cont" "M_bin" "M_cat" "contY_binM_noint" "contY_contM_noint" "contY_catM_noint" "binY_binM_noint" "binY_contM_noint" "binY_catM_noint" "countY_binM_noint" "countY_contM_noint" "countY_catM_noint" "Ycen_binM_noint" "Ycen_contM_noint" "Ycen_catM_noint" "cens_binM" "cens_contM" "cens_catM" "delta_binM" "delta_contM" "delta_catM" "C"
"38" 1 0.480282761589114 1 1 -2.26961419822253 -2.8250136919036 -2.57819476181214 0 0 0 3 3 4 0.00880102914971134 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 1.36148211784239
"39" 1 0.569168893735807 1 0 -2.18097017756511 -3.02621558366763 -4.18658384411999 0 0 0 3 3 4 0.0434238688484099 0.0223828731006426 0.00319475518698878 1 0 1 0 1 0 1.93399699763769
"40" 0 -0.0860585238450076 1 0 -3.27277292806902 -5.10800701420922 -4.76331002281597 0 0 0 1 8 5 0.00426911147756675 0.00340503343761074 0.00188672785704599 1 1 1 0 0 0 0.147082491852023
"41" 0 -0.106167589192946 1 1 -3.47238516859318 -4.84831721673413 -3.2860797162836 0 0 0 2 5 3 0.043753959514157 0.00450519003893668 0.00831192239981869 1 1 1 0 0 0 0.616968875396162
"42" 1 0.427359785255838 1 1 -2.48195647055734 -3.3545376524081 -2.0736579696209 0 0 0 2 7 4 0.0511322058959062 0.0223828731006426 0.0484603504496438 0 0 0 1 1 1 1.12037628525467
"43" 1 0.813454869132027 1 1 -1.91321014330124 -2.47605394574378 -1.73013184893014 1 0 1 3 1 2 0.0133008340143336 0.0046074615128062 0.0366038193738608 1 1 1 0 0 0 1.93073100234741
"44" 1 0.483253826550065 0 0 -4.03441377133118 -3.04802366362149 -4.12634624308168 0 0 0 5 7 2 0.00567933680995732 0.0223828731006426 0.00236993326275485 1 0 1 0 1 0 1.15253204734302
"45" 1 0.856612355651635 0 2 -3.75290002987988 -2.37326560177234 -2.70943480525552 0 0 0 1 2 2 0.0140609758526111 0.0223828731006426 0.0236755184459659 1 0 1 0 1 0 3.280282024176
"46" 0 0.0600285089790348 1 2 -3.08801790478808 -4.41152040872383 -3.14732776830076 0 0 0 5 9 4 0.0511322058959062 0.0117281224291272 0.0484603504496438 0 1 0 1 0 1 2.33701597866434
"47" 1 0.294901856151673 1 2 -2.19753669959585 -4.02750270050717 -3.05208244568553 0 0 0 5 11 3 0.00538510802899366 0.00189641082678583 0.0329680573669777 1 1 1 0 0 0 0.354500165955198
"48" 1 0.408170324910479 1 1 -2.3719708686927 -3.37445264677612 -2.26431466268936 0 1 0 3 4 7 0.0271409936341811 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 0.885664690174129
"49" 0 -0.297207046644727 0 1 -4.84883227644928 -5.42892778170555 -3.49178354154024 0 0 0 4 7 2 0.00363407484661772 0.00706937729212013 0.0484603504496438 1 1 0 0 0 1 0.417976452899721
"50" 0 -0.428769142012376 1 1 -3.17990621929605 -5.88505487390317 -3.69716277940786 0 0 0 1 6 2 0.00577441478126297 0.000425127479774726 0.000112858609120608 1 1 1 0 0 0 -0.70285947477036
"51" 0 -0.0240858548330375 1 1 -3.39677845072926 -5.03473336021224 -3.34432153954012 0 0 0 3 4 7 0.0511322058959062 0.00367963033029921 0.0484603504496438 0 1 0 1 0 1 0.737638180382835
"52" 0 -0.0277451689933999 0 2 -4.76256691646759 -4.99092995125007 -3.93567746881685 0 0 0 5 7 2 0.000642277819568273 0.0184136963464034 0.0252238179659404 1 1 1 0 0 0 0.84339349067095
"53" 0 -0.106562736298677 1 2 -3.26814472283736 -5.26595924213487 -3.69837546626572 0 0 0 6 4 5 0.029512415522883 0.0115560213465744 0.0153732588265977 1 1 1 0 0 0 1.21418665135541
"54" 0 0.0781565721545118 1 0 -3.08897143649392 -5.10740246861802 -5.15867769366669 1 0 0 4 5 7 0.0511322058959062 0.00191330035174133 0.000127399739480254 0 1 1 1 0 0 1.41484575511801
"55" 0 -0.0364308225963543 0 2 -4.49957772688794 -4.75274924594028 -3.85713245909075 0 0 0 2 5 4 0.00783466370144031 0.000566511008467116 0.0484603504496438 1 1 0 0 0 1 1.31093733823164
"56" 0 -0.216665130038119 1 1 -3.06008494913375 -5.18218328855139 -3.62915679365413 0 0 0 2 10 3 0.0274551522432373 0.00400287623138834 0.0484603504496438 1 1 0 0 0 1 0.375326486103717
"57" 0 0.139035532326876 1 1 -3.10729557600782 -4.86435715722952 -2.89450371176526 0 0 0 2 2 3 0.0511322058959062 0.0178670444657383 0.0113321891688847 0 1 1 1 0 0 1.8231634929049
"58" 0 -0.320318296981035 0 1 -5.38659945889195 -5.6438744194608 -2.93434416844613 0 0 0 6 3 4 0.00239861537352817 0.00389753333204657 0.000685792621704909 1 1 1 0 0 0 -0.140328519228992
"59" 0 0.148404822549678 1 2 -2.7632300368617 -4.2178334713841 -3.50956606450103 1 0 0 3 4 2 0.00244902060365539 0.000474241525738281 0.00588877724288949 1 1 1 0 0 0 2.7318738678042
"60" 0 0.332466531839573 1 0 -3.00597532482523 -4.02417532977802 -4.95597739764267 0 0 0 3 8 2 0.00674996288720081 0.0223828731006426 0.00539899731208027 1 0 1 0 1 0 2.90532251714139
"61" 0 0.186028253790514 0 0 -5.13240457811841 -4.90783296737813 -4.97306944792606 0 0 0 5 4 5 0.00188480862076739 0.00367517373648054 0.0112502282427787 1 1 1 0 0 0 1.04035643759684
"62" 1 0.356118243147774 1 1 -2.28609285415114 -3.3999183377975 -2.30279544259577 0 0 0 4 1 1 0.0288149144393853 0.0129756732611888 0.0249550468223725 1 1 1 0 0 0 0.789400360515109
"63" 1 0.252792073660442 1 0 -2.09941457164412 -3.28990894386812 -4.36550797776062 0 0 0 2 8 5 0.0511322058959062 0.00214436793032322 0.0299647590795612 0 1 1 1 0 0 0.0315430519961709
"64" 1 0.39194239201352 1 0 -2.2745727859836 -2.93898839619877 -4.29494260471955 0 0 0 1 6 5 0.010581766219007 0.00597616338358135 0.0225264278604424 1 1 1 0 0 0 0.915011012918122
"65" 0 -0.0577906849759806 1 2 -2.87655885013359 -4.6471768825074 -3.85317703057037 0 0 0 4 5 3 0.0257086178073862 0.00198162504418322 0.00965856803944366 1 1 1 0 0 0 0.723110010740648
"66" 0 -0.0231451959264027 0 0 -4.46866234572321 -5.10556260682957 -4.67623296432845 0 0 0 6 6 2 0.000766519646479569 0.00325609903719317 0.00741675409558154 1 1 1 0 0 0 1.15542396910217
"67" 0 0.372129712037881 1 1 -2.96380444232413 -3.97120182495972 -2.86219542302933 0 0 0 2 5 4 0.0396853883306239 0.00312763711135543 0.0109782520354951 1 1 1 0 0 0 2.9637976934727
"68" 0 -0.347240497953271 0 2 -5.17282865170063 -5.2024145688597 -3.50635875478375 0 0 0 3 8 4 0.0018082637114131 0.0101206726794967 0.0482683754185328 1 1 1 0 0 0 1.02984448256902
"69" 0 -0.362753684118869 0 0 -5.04401103555474 -6.25452792085839 -4.77649579503508 0 0 0 3 2 3 0.000659479384426189 0.00125489983720427 0.000296108579211306 1 1 1 0 0 0 -1.51383458188245
"70" 1 0.448250897199599 0 0 -3.897373021795 -2.91109413428221 -4.0489906041185 0 0 0 6 3 10 0.00815078981527315 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 1.63844635472489
"71" 0 -0.15078639685303 0 0 -4.80327248155745 -4.99349751912829 -5.44336399717413 0 0 0 11 7 8 0.00171437324998647 0.00292401127029158 0.00214010015726274 1 1 1 0 0 0 0.924408214665426
"72" 0 -0.22754976763264 0 1 -4.86551287913841 -5.5221879098699 -3.04777094875098 0 0 0 5 5 2 0.00739935074735303 0.000563555687710215 0.0438197172405864 1 1 1 0 0 0 -0.157335113361228
"73" 0 0.185752503387192 0 2 -4.8562232984503 -4.30434092363611 -3.7113637140898 0 0 0 3 5 4 0.0170327133430149 0.0223828731006426 0.0302597453412475 1 0 1 0 1 0 2.09503998819015
"74" 1 0.361522610824553 1 1 -2.47432438148334 -3.29265812352431 -2.14766628734674 0 0 0 5 1 2 0.00595471001557743 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 0.369785733491406
"75" 1 0.494253775889957 1 1 -2.10206941475156 -3.34402645231124 -2.68725171792886 0 0 0 4 5 1 0.0511322058959062 0.0207339886010501 0.0143425946709528 0 1 1 1 0 0 1.90473847898529
"76" 1 0.176667918101748 1 0 -2.3653366982115 -4.00364872951699 -4.18532919482588 1 0 0 0 5 5 0.0227912137447892 0.0223828731006426 0.0161009433695292 1 0 1 0 1 0 0.18196922982784
"77" 1 0.471938767316134 1 2 -2.17244258258971 -3.32522432246218 -2.80162079918502 0 0 0 3 2 1 0.0511322058959062 0.0223828731006426 0.000169144960452857 0 0 1 1 1 0 1.18534943744489
"78" 1 0.602838542389052 0 2 -4.11513364924523 -3.00596850024292 -2.99700824067348 0 0 0 5 2 2 0.0281177901099769 0.0223828731006426 0.000133098936025307 1 0 1 0 1 0 1.57805306607412
"79" 1 0.677440646383405 1 1 -1.99720703297641 -2.9372105633185 -1.84376756236019 0 0 1 2 3 5 0.0511322058959062 0.0223828731006426 0.0484603504496438 0 0 0 1 1 1 1.90350074118171
"80" 0 -0.000521147460937115 0 0 -4.72940856144096 -4.97202207257857 -4.83273157933614 0 0 0 4 9 1 0.011824596809907 0.0223828731006426 0.000456293763272543 1 0 1 0 1 0 1.24054330539738
"81" 0 0.220306872696563 0 1 -4.49579901549926 -4.41014990121964 -2.69718091840392 0 0 0 6 2 3 0.00474035563916687 0.0121865518800341 0.0369394355255341 1 1 1 0 0 0 2.76232246023163
"82" 0 -0.311482059535967 0 2 -4.92582848149654 -5.61224408517612 -3.80473081752232 0 0 0 2 8 6 0.000714149485772941 0.00522302061441289 0.00300075225214084 1 1 1 0 0 0 -0.0853641293740119
"83" 1 0.151453872502274 1 1 -2.40104671833452 -3.65177138565881 -2.05286138476849 0 0 0 5 4 5 0.0511322058959062 0.0223828731006426 0.031076304199493 0 0 1 1 1 0 0.316337727807162
"84" 1 0.404384333650333 0 2 -3.98285586849414 -3.37566065008867 -2.75131727789584 0 0 0 5 2 4 0.0406300518518966 0.0148774225069648 0.0484603504496438 1 1 0 0 0 1 1.1502229748834
"85" 0 0.119943011457724 1 0 -2.84612079910507 -4.7751272716034 -5.02426231899619 0 0 0 4 8 7 0.0294812618449401 0.00143039638351757 0.0157331869383328 1 1 1 0 0 0 1.30072447000594
"86" 0 0.152176986170481 1 2 -3.00792751410308 -4.74334700409925 -3.44800639024298 0 0 0 0 5 2 0.0364915389540848 0.0223828731006426 0.0336719147077811 1 0 1 0 1 0 1.29318597358495
"87" 1 0.773276760207847 0 0 -4.09134884634887 -3.03377720798595 -3.80305214621212 0 0 0 1 3 5 0.00947461695172086 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 2.27783152438326
"88" 0 -0.0352493533220578 1 2 -3.07626159288181 -4.77947583693442 -3.66268639474372 0 0 0 3 5 2 0.00284153048957221 0.00937558935492807 0.0252292855910598 1 1 1 0 0 0 0.532003433226254
"89" 0 -0.162366744104389 1 2 -2.8278741921572 -5.80360525170025 -3.82562699351483 0 0 0 3 5 2 0.0511322058959062 0.000505892049173119 0.00399361842642311 0 1 1 1 0 0 0.65587615181089
"90" 1 0.789343937583696 0 2 -4.02767459610601 -2.47652269399946 -3.00006637535474 0 0 0 1 0 1 0.0197786258298973 0.0223828731006426 0.00855967228087279 1 0 1 0 1 0 2.60240770671039
"91" 1 0.114837640392961 0 0 -3.84585079810742 -4.20782080943601 -4.05390826205171 0 0 0 4 3 5 0.0102803117355458 0.0223828731006426 0.000363315247879427 1 0 1 0 1 0 -0.495975965000115
"92" 0 0.747708120678989 1 0 -2.52209038687526 -3.21249955212053 -4.86469771309998 0 0 0 0 2 9 0.0460562820765547 0.0223828731006426 0.00852131943263855 1 0 1 0 1 0 3.94926203147731
"93" 0 -0.202010459417761 0 0 -4.90397687481738 -5.21482107503735 -5.1402558477164 0 0 0 5 6 6 0.00238224642713929 0.00205111297847654 0.0289708026026588 1 1 1 0 0 0 0.490970588820843
"94" 0 -0.101622293350096 0 0 -4.90898635863405 -5.05532314748184 -4.96744146788173 0 0 0 2 5 6 0.018814045658887 0.0181803763098445 0.00887846038925246 1 1 1 0 0 0 0.770192927740104
"95" 1 0.584982719947733 1 1 -2.37250626394635 -3.04168683307418 -1.92669120785367 0 0 0 3 2 2 0.0511322058959062 0.0223828731006426 0.0484603504496438 0 0 0 1 1 1 1.49766171343705
"96" 0 0.214216222430131 0 0 -5.01892065316158 -4.21584758742818 -4.95651789491648 0 0 0 9 2 5 0.00557332546772004 0.0200498077313947 0.00151862893336799 1 1 1 0 0 0 2.42788567712847
"97" 0 0.151416338217479 1 2 -2.89343013093956 -4.39805764451525 -3.58398058962092 0 0 0 5 0 7 0.027045584728601 0.00470757738430972 0.00478820165945089 1 1 1 0 0 0 1.13950052337721
"98" 0 -0.222707554999821 1 2 -2.83686614052995 -4.96995135041271 -3.98343791974585 0 0 0 2 6 6 0.0511322058959062 0.000973214451098056 0.00739302859433748 0 1 1 1 0 0 0.730902514192729
"99" 0 -0.0714557564992735 1 1 -3.39897494179838 -5.08711370828311 -3.43792674101847 0 0 0 1 5 5 0.0106376714084927 0.0093277707976156 0.0156027759064346 1 1 1 0 0 0 0.584477184216539
"100" 1 0.307943831734705 1 1 -2.25053041297898 -3.50806644945191 -2.43739727581728 0 0 0 0 3 2 0.0511322058959062 0.0187723529774996 0.0105906412820309 0 1 1 1 0 0 0.108844179157673
"101" 0 -0.00232696914815803 0 0 -4.76871029426252 -5.08283850749826 -4.83583754552212 0 0 0 6 4 5 0.0032226588817418 0.00387127110935603 0.00270306136634859 1 1 1 0 0 0 1.49373242880234
"102" 0 -0.278448396933601 1 2 -3.21034366314996 -5.31576699396658 -3.73596080725103 0 0 0 2 6 4 0.0394065942535541 0.0118135593543774 0.00871187828583051 1 1 1 0 0 0 0.737463651714994
"103" 0 -0.111483424988121 1 1 -2.90060995944328 -4.83501329787559 -2.85524405244216 0 0 0 3 8 2 0.0422190266294347 0.000486258530408179 0.0156180559849928 1 1 1 0 0 0 1.08009287224976
"104" 0 -0.377513960452583 1 0 -3.10964292292022 -5.56380900621338 -4.67702652403405 0 0 0 3 4 3 0.00505247960153626 0.00952639571281391 0.00236998166874996 1 1 1 0 0 0 0.100508596553519
"105" 0 -0.134086763409928 0 1 -4.97250480364918 -4.89989607976638 -2.74916253982549 0 0 0 7 7 5 0.00543558277988408 0.00139725957597246 0.0383229592858322 1 1 1 0 0 0 0.400129705470254
"106" 1 0.00379477451321092 0 2 -4.62215249259898 -4.07489951661574 -3.28690173628424 0 0 0 3 1 2 0.0251894747861857 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 -0.832400765467156
"107" 1 0.530280362968235 1 2 -2.07929419851423 -3.2055608617523 -2.87960915085643 0 0 0 1 4 4 0.0168091859765779 0.0223828731006426 0.0300929587571347 1 0 1 0 1 0 1.16874302113298
"108" 1 0.811777134723684 0 2 -3.9593472692691 -2.68588410319185 -2.8569385031152 0 0 1 6 2 2 0.00644696825558906 0.0223828731006426 0.0139408211357447 1 0 1 0 1 0 2.31938502959582
"109" 0 0.198321611081331 1 0 -2.77718915224967 -4.36654792601629 -4.68406338365536 0 0 0 1 7 6 0.00437724687251212 0.0068542333884902 0.00125717154731633 1 1 1 0 0 0 1.74481882214854
"110" 0 0.16541807988774 1 0 -3.0528366561453 -4.67793542635007 -4.88114847456649 0 0 0 0 7 6 0.0210322210549102 0.0223828731006426 0.00797297038632088 1 0 1 0 1 0 2.19794176002485
"111" 1 0.778417735816442 0 0 -3.73837518739402 -2.77187708133781 -3.9824284629693 0 0 0 2 3 5 0.0322005554248427 0.0223828731006426 0.00312076365981697 1 0 1 0 1 0 2.68221596653236
"112" 1 0.648857223451848 1 1 -1.8441092223866 -2.69684287791654 -2.22195459624791 0 0 0 2 0 1 0.00677510225035323 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 2.30613478484245
"113" 0 0.143539173166989 0 0 -4.96552133076169 -4.61867249591934 -4.69729524646657 0 0 0 10 3 12 0.00794559718826005 0.0013187842401349 0.0155612425844254 1 1 1 0 0 0 1.84609349616002
"114" 0 0.209223768505211 0 2 -4.63346343410018 -4.58461122564974 -3.70160596796071 0 0 0 6 4 2 0.0213783685132448 0.0223828731006426 0.0139280878404161 1 0 1 0 1 0 2.27310972860519
"115" 1 0.438562759838809 1 2 -2.62887753168358 -3.19558977520494 -2.85919699042794 0 0 0 2 2 1 0.0511322058959062 0.0118000881258096 0.0375052860719477 0 1 1 1 0 0 1.01011479195254
"116" 0 -0.0358306184560465 0 1 -4.90461496866771 -5.18702782076005 -3.03613947287263 0 0 0 5 7 2 0.0143144928557411 0.00940376087544248 0.00720285185851595 1 1 1 0 0 0 0.961270896059347
"117" 1 0.365295546226359 1 2 -2.12987149168508 -3.70960404156687 -2.96208429670904 0 0 0 1 0 4 0.0511322058959062 0.00214627203797106 0.0284186164851734 0 1 1 1 0 0 0.581691443577195
"118" 1 0.215616080706468 1 2 -2.65243911315004 -4.14479560584889 -3.03094365839618 0 0 0 2 2 3 0.0511322058959062 0.0178817246371424 0.00743780300744639 0 1 1 1 0 0 -0.529625883663519
"119" 0 -0.415903462282436 0 0 -4.89237295421238 -5.77584105515236 -5.25339294687679 0 0 0 4 3 5 0.00529021656221768 0.000106194226740566 0.0165550901952387 1 1 1 0 0 0 -1.13424060601105
"120" 1 0.250756616336207 0 0 -4.20129407480366 -3.95940809874785 -4.05758073250066 0 0 0 3 2 1 0.00604417370647056 0.000103045257559189 0.00797496690974695 1 1 1 0 0 0 -0.209444837609009
"121" 0 0.0568921094000863 1 2 -3.04185230725703 -4.78816064846092 -3.58884330166238 0 0 0 1 7 2 0.0477782158254721 0.000371341303206724 0.000885745931337982 1 1 1 0 0 0 1.51118039543578
"122" 0 0.10771956350341 1 2 -2.97353798511268 -4.35442108121979 -3.57603352258329 0 0 0 1 2 2 0.0225432356502571 0.0223828731006426 0.0124491124794461 1 0 1 0 1 0 1.84584077426843
"123" 0 -0.300544538635403 0 0 -4.86363665103765 -5.85291161122066 -5.05273787472196 0 0 0 5 8 5 0.00147420850064575 0.00675409646938948 0.000400109708679606 1 1 1 0 0 0 0.0794829049931629
"124" 0 0.130090029881852 1 1 -3.19832519838866 -4.48663108734771 -3.35725937916911 0 0 0 2 9 1 0.0172750234906538 0.00900811236090336 0.0399486317183985 1 1 1 0 0 0 2.3040775339894
"125" 0 -0.133152967009582 1 0 -2.99761071221884 -5.20702826785436 -4.71634747734863 0 0 0 4 3 5 0.0164868029526688 0.00440486693269663 0.00293038932376983 1 1 1 0 0 0 0.130232431774452
"126" 0 0.267600214558397 1 2 -2.95681832602793 -4.71030913796692 -3.68937701292051 0 0 0 2 6 3 0.0113840858728386 0.0195944600103063 0.0484603504496438 1 1 0 0 0 1 1.96586512995034
"127" 1 0.477979445687103 1 2 -1.99115454601264 -3.37708109222962 -3.08716692306948 0 0 0 4 2 3 0.0511322058959062 0.0223828731006426 0.0100240490178362 0 0 1 1 1 0 1.43490744896271
"128" 1 0.551332885192364 1 1 -2.22199133184367 -3.18351816289623 -2.06996038875509 0 0 0 2 6 1 0.0511322058959062 0.0223828731006426 0.0484603504496438 0 0 0 1 1 1 1.55933091081022
"129" 0 -0.189679353498537 1 0 -2.98204471587286 -5.15034237975889 -4.93058366541729 0 0 0 2 7 4 0.020773619598981 0.00113226906289645 0.00417801770881284 1 1 1 0 0 0 0.685504394699142
"130" 0 -0.070445914447671 1 2 -3.13426877088267 -5.03118684022829 -3.6828608291518 0 0 0 3 2 6 0.0453747355330238 0.0018988760386158 0.0484603504496438 1 1 0 0 0 1 0.917373605118799
