"A" "M_cont1" "M_cont2" "M_bin1" "M_bin2" "contY_2contM_EMint" "contY_binMcontM_EMint" "contY_2binM_EMint" "binY_2contM_EMint" "binY_binMcontM_EMint" "binY_binMcontM_EMint" "binY_2binM_EMint" "C"
"34" 1 0.226119233164833 0.166801075309206 0 0 -3.31038424360622 -3.67677406140647 -4.90761699973324 1 0 0 0 -0.195258393896444
"35" 1 -0.0604430512186662 -0.0446763219222856 1 1 -4.48992049652984 -2.54527133829084 -0.781917236697375 0 0 0 0 -0.835423309976087
"36" 1 0.680441345729911 0.379072748186357 0 1 -2.04104775250681 -2.22072726859733 -2.24113559713984 0 0 0 0 1.09616533076723
"37" 0 -0.0627806403689333 0.0701672882804661 0 1 -4.58810865826555 -4.43962193379365 -3.55027464268727 0 0 0 0 1.19065479294453
"38" 1 0.603332239891373 0.497374624479777 1 1 -2.0390753200798 0.117166248525008 0.59500910513192 0 0 0 0 1.36148211784239
"39" 1 0.629035638474302 0.554566510350737 1 0 -1.49175848426099 0.537646949313815 -1.05542642402879 1 1 1 0 1.93399699763769
"40" 0 -0.275850226669254 -0.212228102997773 1 0 -5.91330230295083 -3.41263042867347 -2.82082511712246 0 0 0 0 0.147082491852023
"41" 0 -0.0657111569071387 -0.137403740056054 1 0 -5.37627770244721 -3.39809928960168 -2.92768094408895 0 0 0 0 0.616968875396162
"42" 1 0.501743065923032 0.576632339346798 1 0 -1.95659285340509 -0.28563053299193 -1.57400565052637 0 0 0 0 1.12037628525467
"43" 1 0.841211051179865 0.695631789609787 1 1 -1.12806434612742 0.464047869617457 0.73233481063417 0 1 1 1 1.93073100234741
"44" 1 0.410156086895407 0.464923645096933 0 0 -2.47729887421014 -2.81139127463666 -3.71481230003547 0 0 0 1 1.15253204734302
"45" 1 0.983783583861096 1.09508739458144 0 1 0.0774947285155404 -0.812325892783669 -0.958915281221455 0 0 0 1 3.280282024176
"46" 0 0.178722994858551 0.328101823657824 1 1 -4.0900467813938 -1.58156374699621 -0.28781590440835 0 0 0 0 2.33701597866434
"47" 1 0.28999849329138 0.119196758106944 1 0 -3.3856576880742 -1.07292777194251 -1.74788914807691 0 1 1 0 0.354500165955198
"48" 1 0.354275165094636 0.390163786056951 1 1 -2.48642044029734 -0.926781162143786 0.363703917155216 0 0 0 1 0.885664690174129
"49" 0 -0.0958956897985352 -0.181779386914244 0 1 -5.44432476363007 -4.63772243967759 -3.73039949528419 0 0 0 1 0.417976452899721
"50" 0 -0.551555182599934 -0.521107604042058 1 0 -6.90621583770609 -4.48690947486806 -3.67666288808064 0 0 0 0 -0.70285947477036
"51" 0 -0.115901436773098 0.0720368908216032 1 0 -5.31895850424593 -2.64101796422475 -2.76856218330796 0 0 0 0 0.737638180382835
"52" 0 0.13684646069643 0.0750876041412561 0 1 -4.65746004519743 -3.93336423663371 -3.32024611951028 0 0 0 0 0.84339349067095
"53" 0 -0.0657515886133788 -0.0864031482483629 1 1 -4.90013150256418 -2.53738681258833 -1.18425932432362 0 0 0 0 1.21418665135541
"54" 0 0.107581966373838 0.156593518160529 1 1 -4.2479739916027 -2.50889018379747 -0.9587255466468 0 0 0 0 1.41484575511801
"55" 0 -0.0926724626762536 0.073976976918753 0 1 -4.89885547672621 -4.49019499878662 -3.03856293307255 0 0 0 0 1.31093733823164
"56" 0 -0.261343837925954 -0.296157482201395 1 0 -5.97605839293583 -3.46895359449485 -3.09265934812279 0 0 0 0 0.375326486103717
"57" 0 -0.00975909065358664 0.32875923318807 1 1 -4.50671534957435 -2.25769013355202 -0.903417292799605 0 0 0 0 1.8231634929049
"58" 0 -0.0158568666322924 -0.342433636815646 0 0 -5.16474062099129 -5.13074214885679 -4.84635039348341 0 0 0 0 -0.140328519228992
"59" 0 0.539833046944409 0.353406367416021 1 1 -3.30043083536062 -1.14392668873015 -0.57820221966722 0 0 0 0 2.7318738678042
"60" 0 0.171758160313742 0.401329584844141 1 0 -3.83037327642872 -1.27553615863311 -1.82375432675051 0 0 0 0 2.90532251714139
"61" 0 0.129412520701797 0.0264275237966656 0 0 -4.6527040128393 -4.38726131393245 -4.13170130025826 0 0 0 0 1.04035643759684
"62" 1 0.331382725735251 0.366315339225907 1 1 -2.64506424300367 -0.50838834187965 0.247217773577139 0 0 0 1 0.789400360515109
"63" 1 0.286608808989145 0.0281153232978162 1 1 -3.38698609719989 -1.33457860518969 0.00668633273680952 0 0 0 1 0.0315430519961709
"64" 1 0.330233330818268 0.241199946573211 1 1 -3.3132323264152 -0.416885255676998 0.674979472347249 0 0 0 1 0.915011012918122
"65" 0 -0.189773579078603 -0.161999234420548 1 0 -5.28606430928152 -2.98364058480456 -2.65835244026486 0 0 0 0 0.723110010740648
"66" 0 -0.0838595352820408 -0.0293506804050033 0 1 -5.16745309760346 -4.46116357936198 -3.3038850426697 0 0 0 0 1.15542396910217
"67" 0 0.165901174665784 0.504042780057936 1 1 -3.62756250659914 -1.58851772580312 -0.399442885659023 0 1 1 0 2.9637976934727
"68" 0 -0.137994427654968 -0.0306368771656661 0 0 -5.09354163059724 -4.55360298574228 -4.09627014946449 0 0 0 0 1.02984448256902
"69" 0 -0.621691184548246 -0.681295121435158 0 0 -7.20484109407385 -6.65067848016179 -5.96161470003781 0 0 0 0 -1.51383458188245
"70" 1 0.418164888736448 0.637684653556859 0 1 -1.91636794116241 -2.62175114057631 -1.83448303676779 1 0 0 0 1.63844635472489
"71" 0 0.00542018694648486 -0.124527217302253 0 0 -5.02957824197975 -4.53270982000065 -4.4853566525934 0 0 0 0 0.924408214665426
"72" 0 -0.406673067967406 -0.485406233479467 0 1 -6.33019296734497 -5.73892507388706 -3.76303544122277 0 0 0 0 -0.157335113361228
"73" 0 0.0488358989314916 0.268247201140142 0 1 -4.34135896466795 -3.94502285899499 -2.64052705715398 0 0 0 0 2.09503998819015
"74" 1 0.226882739106143 0.219229407156513 1 0 -3.33821430762436 -1.16401695453808 -1.88844535095099 0 0 0 0 0.369785733491406
"75" 1 0.556018639018989 0.627678419383277 1 1 -1.64357630372305 0.0869514603494885 0.986221682844665 1 1 1 1 1.90473847898529
"76" 1 0.391805714974176 0.0924060484686961 1 1 -3.25354161696799 -0.959068952733006 0.179094216297589 0 0 0 0 0.18196922982784
"77" 1 0.548541326327639 0.468842849047753 1 1 -2.33441524162611 -0.313397509553591 0.567417385689578 0 1 1 0 1.18534943744489
"78" 1 0.535157762872638 0.637319163609355 0 1 -1.67600078460959 -2.21283744478642 -1.62729144259228 0 0 0 0 1.57805306607412
"79" 1 0.713509715231143 0.641462662375 1 0 -1.247961885646 0.260939750946894 -0.717801000102706 0 0 0 1 1.90350074118171
"80" 0 0.0445447363117419 0.154911831779062 0 0 -4.6736101761335 -4.24612997937457 -4.44004852980642 0 0 0 0 1.24054330539738
"81" 0 0.360414202962694 0.560053842784891 0 1 -3.29211840192581 -2.60277065273283 -1.89758538252397 0 0 0 0 2.76232246023163
"82" 0 -0.308696150766973 -0.456014794176774 0 1 -6.02132784720013 -5.86875829364615 -4.03532707721531 0 0 0 0 -0.0853641293740119
"83" 1 0.384624757853269 0.249063623101891 1 1 -2.79119632955154 -1.13909301291419 -0.174419634942006 1 0 0 1 0.316337727807162
"84" 1 0.4211797377592 0.395237415795776 0 0 -2.49982138098565 -2.73688911347416 -3.46104687297901 0 0 0 0 1.1502229748834
"85" 0 -0.0281831235281063 -0.00245545776164573 1 0 -4.89801446308905 -2.62744027914488 -2.23205384685395 0 0 0 1 1.30072447000594
"86" 0 -0.125718814801855 0.0705459283047762 1 0 -4.7518706602569 -2.34991061450961 -2.75188535917376 0 0 0 0 1.29318597358495
"87" 1 0.523498647679003 0.664941164433998 0 1 -1.77407985834037 -1.93698879562121 -1.25041953266855 0 0 0 0 2.27783152438326
"88" 0 -0.241122330924795 -0.036336248885569 1 1 -5.37263843092181 -3.38879108128654 -1.73725650854933 0 0 0 1 0.532003433226254
"89" 0 -0.13858386854146 -0.159046857676838 1 0 -5.1464472768292 -2.99259507159689 -2.56716266510599 0 0 0 0 0.65587615181089
"90" 1 0.734620423538769 0.917347113709119 0 1 -0.679791184635477 -1.45036775846038 -1.49146134981384 0 1 1 1 2.60240770671039
"91" 1 0.240719799336634 -0.037464746811468 0 0 -3.65665294822948 -4.18952497547858 -4.71814959207585 0 0 0 0 -0.495975965000115
"92" 0 0.326650828499301 0.909469849510017 1 1 -2.73337323356257 -0.603417249752882 0.615899171717393 0 1 1 1 3.94926203147731
"93" 0 -0.118711044837415 -0.224881720619071 0 0 -5.55197878088798 -4.63957832910819 -4.90755776518216 0 0 0 0 0.490970588820843
"94" 0 -0.0902844421296412 -0.102359882489957 0 1 -5.20458633328492 -4.63474306421331 -3.64760280569184 0 0 0 0 0.770192927740104
"95" 1 0.588974277224128 0.532915325060983 1 1 -2.12068487963284 -0.019212369433771 0.237147760181935 0 1 1 1 1.49766171343705
"96" 0 0.0999981125804043 0.561422491830317 0 1 -3.93138900996783 -3.43702159540381 -2.23322562689363 0 0 0 0 2.42788567712847
"97" 0 -0.133753688783765 0.120133260948072 1 1 -4.81629481911282 -2.4902949291592 -1.18464125840324 0 0 0 1 1.13950052337721
"98" 0 -0.141439330315803 -0.127720110688541 1 1 -5.34524069279568 -2.67099512554223 -1.5846268861113 0 0 0 0 0.730902514192729
"99" 0 -0.215543422773433 -0.178085182891785 1 0 -5.67348349443216 -2.79849628146701 -2.68162745622991 0 0 0 0 0.584477184216539
"100" 1 0.160057596732747 0.240386909487616 1 0 -3.46655173752149 -1.46837756721455 -1.78687673857878 0 0 0 0 0.108844179157673
"101" 0 0.167755017646682 0.144217366467273 0 0 -4.2603046898067 -4.18434923367167 -3.8732673497168 0 0 0 0 1.49373242880234
"102" 0 0.0549042690851483 -0.059864752538171 1 0 -4.67588310243099 -2.48872880794243 -2.82731655961978 0 0 0 0 0.737463651714994
"103" 0 -0.239949724579668 0.19093701269899 1 0 -5.13767375773376 -2.93760250280424 -2.29666128141708 0 0 0 0 1.08009287224976
"104" 0 -0.408383641757971 -0.115358702226348 1 1 -5.69569859418442 -3.88717492420136 -1.8618732745183 0 0 0 0 0.100508596553519
"105" 0 0.0097002176373491 -0.181415624373362 0 0 -4.80817816357731 -4.91852718150636 -5.01770323826842 0 0 0 0 0.400129705470254
"106" 1 0.0221965916771611 -0.106199765979158 0 0 -4.18584302905227 -4.61802715637225 -4.45724082879619 0 0 0 0 -0.832400765467156
"107" 1 0.406851681392925 0.515517123267727 1 0 -2.03016750026407 -0.464492281843742 -1.11058134360403 0 0 0 1 1.16874302113298
"108" 1 0.65097615258295 0.94646155364698 0 0 -0.414997727737917 -1.82410801423607 -2.85357764571196 0 1 1 0 2.31938502959582
"109" 0 0.0247600640138173 0.212189398623642 1 1 -4.30674937442773 -2.04610816914743 -1.01097339941406 0 0 0 0 1.74481882214854
"110" 0 0.112668337771639 0.279672800724858 1 1 -4.25720056009093 -1.77662889534781 -0.635378376145274 0 0 0 0 2.19794176002485
"111" 1 0.876204522057006 0.968363175288024 0 1 -0.557680886748302 -1.54169970455984 -1.15253157223587 0 0 0 1 2.68221596653236
"112" 1 0.806141235023859 0.783546051882188 1 1 -0.867547216873757 0.852185062990861 1.29910739414169 0 0 0 0 2.30613478484245
"113" 0 0.0602254055394645 0.187834747599095 0 0 -4.57636893528547 -4.35631182432445 -3.76286609485895 0 0 0 0 1.84609349616002
"114" 0 0.0956174363416777 0.408629401570126 0 1 -4.15818281472069 -3.69742709028894 -2.33762297254873 0 0 0 0 2.27310972860519
"115" 1 0.569781660865917 0.611069153416377 1 1 -1.85763752475635 -0.440399565796057 0.746601109496156 0 0 0 1 1.01011479195254
"116" 0 -0.132222831383795 0.013209629066104 0 0 -5.36470773590441 -4.40411821366525 -4.60169214110774 0 0 0 0 0.961270896059347
"117" 1 0.339774747534626 0.139113946148976 1 1 -3.00370999776698 -0.601469476334546 -0.141411509300695 0 0 0 0 0.581691443577195
"118" 1 0.314775013400409 0.0698837179659166 1 1 -3.52707848797522 -1.86261681691427 -0.267633827583643 1 1 1 1 -0.529625883663519
"119" 0 -0.538001232276273 -0.619705970877392 0 0 -6.69368768159178 -6.45011915576002 -5.58229418923129 0 0 0 0 -1.13424060601105
"120" 1 0.284099103757158 -0.107638733549744 0 1 -3.79755952969173 -3.92740496457094 -2.60878372386616 0 0 0 0 -0.209444837609009
"121" 0 0.134792593537134 0.125170919192629 1 0 -4.74733992307286 -2.09193202695272 -2.34908506488579 0 0 0 0 1.51118039543578
"122" 0 0.244447551255697 0.239707232187123 1 1 -3.95013951265647 -1.90570804633336 -0.891748472437544 0 0 0 0 1.84584077426843
"123" 0 -0.233773544291464 -0.34688291431553 0 0 -6.09987271944056 -5.18411534030378 -4.76237510053458 0 0 0 0 0.0794829049931629
"124" 0 0.32999877279146 0.455128175105141 1 1 -3.56416321494663 -1.49696968250298 -0.333518308257364 0 0 0 1 2.3040775339894
"125" 0 -0.105027724646182 -0.314618796791501 1 0 -5.79213742758206 -3.27048199575606 -3.39904110974367 0 0 0 0 0.130232431774452
"126" 0 0.0385037466241189 0.229418349451767 1 0 -4.56271014078794 -1.98255870278897 -1.83823765426944 0 0 0 0 1.96586512995034
"127" 1 0.53478833505318 0.510654173732615 1 1 -2.36150710062755 -0.551246143750864 0.674054725400542 0 1 1 1 1.43490744896271
"128" 1 0.455872544627676 0.610011994051894 1 1 -2.13841275743999 0.056353860267126 0.708155287574946 0 0 0 0 1.55933091081022
"129" 0 -0.181603523960642 -0.0947974999920263 1 1 -5.37694361080838 -2.9859011852876 -1.74058544672881 0 0 0 0 0.685504394699142
"130" 0 -0.117838847479793 -0.148317831602012 1 1 -5.54456238784795 -2.33914404158409 -1.47561206220434 0 0 0 0 0.917373605118799
"131" 0 -0.190855426807389 -0.054049877048317 0 1 -5.2130079367355 -4.16112740720479 -3.39414722272144 0 0 0 0 1.00325162932047
"132" 1 0.496762028642867 0.452962839358249 1 0 -1.71504508558621 -0.390229516084615 -0.754524338523587 0 1 1 1 1.51387651528158
"133" 1 0.0505013558360842 -0.0646479691846502 1 1 -4.31151781336936 -2.12883269120918 -0.895405553437939 0 0 0 0 -1.15980339424932
"134" 0 -0.308960684356718 -0.282504119940312 1 0 -6.13537998422176 -3.61544477696765 -3.26987890292236 0 0 0 0 0.0874626565299924
"135" 0 -0.493956362647316 -0.491962265585436 0 0 -6.77470137891641 -5.98174289048582 -5.2620257262388 0 0 0 0 -0.634071464560088
"136" 0 0.291364087261481 0.284691355656954 1 1 -4.23049462478826 -1.21412658474838 -0.820181909708968 1 0 0 0 2.39817327097435
"137" 0 0.042433346809905 -0.213655977902456 1 1 -5.22988784451265 -2.42708077663736 -1.54138292093381 0 0 0 0 0.684486578986723
"138" 0 0.40084119611234 0.591710296382145 0 0 -2.95078999003078 -2.94085448618293 -3.19992362780505 0 0 0 0 2.73572789702512
"139" 0 0.0238024168192606 0.248086545163159 0 1 -4.39868750913145 -4.22847573902822 -3.33619430214983 0 0 0 0 1.18701887790573
"140" 1 0.524332415375627 0.294235944169635 1 1 -2.6643689697061 -0.0833518165061782 0.177074008345407 0 1 1 1 0.794993925451335
"141" 1 0.423832694406493 0.636521944587651 1 1 -2.04287501521298 0.248155657438141 0.485700906304266 0 1 1 1 1.73114355403334
"142" 0 0.0687141348721471 0.0223838642161965 1 0 -5.03218521577849 -2.57800537832154 -2.19727177642765 0 0 0 0 1.05725196136345
"143" 0 0.398874354733523 0.823016052171953 0 0 -2.77677645346672 -2.42985587833875 -2.82056555291968 0 0 0 0 3.39757418346288
"144" 1 0.22251869474299 -0.0295599014624668 0 0 -3.71756720018216 -3.60006244121982 -4.2874752131141 0 0 0 0 -0.154818101642772
"145" 0 -0.264440037865916 -0.26574002966412 1 0 -5.66747155435801 -3.76080763501548 -3.46640175390828 0 0 0 0 -0.32741050495612
"146" 1 0.787448770257471 0.845386551645717 1 1 -0.64530671817208 1.17962528892324 0.871018244006894 1 1 1 0 2.41077547562043
"147" 1 0.408298670494842 0.450290241173226 1 0 -2.41751003272728 -0.747167317267875 -1.46353758103147 0 0 0 0 0.703542156404137
"148" 0 -0.153936792065785 -0.453716832216537 1 1 -5.98589001660356 -3.58420297801291 -1.95715614878848 0 0 0 0 -0.291943119267715
"149" 0 -0.196103302532866 0.0292147130887332 0 0 -5.15635667805689 -4.49883290758604 -4.67056332588179 0 0 0 0 0.894403995341333
"150" 0 0.525666233230735 0.506319717521721 1 1 -3.2187543466502 -0.809528953012539 -0.979880665778363 0 0 0 0 2.35584331943028
"151" 0 0.223473815030079 0.525769477887819 0 1 -3.72410138446598 -3.00349815177929 -2.19910801106118 0 0 0 1 2.41125013977977
"152" 1 0.0286024980510938 0.00359809342192907 1 1 -4.27899519807919 -2.28996381298723 -0.687216723262006 0 0 0 1 -0.790268485701947
"153" 0 -0.0353761735490604 0.247431098048308 1 1 -4.11709020154814 -1.9390422570159 -1.15040812101208 0 0 0 0 1.63624664318343
"154" 0 -0.161204884806898 -0.299425099390959 0 1 -5.76785190371773 -5.07536945406624 -3.53993203528712 0 0 0 0 0.28694342177779
"155" 1 0.477639508566904 0.556406152402625 1 0 -1.92354424262226 -0.342310929846121 -0.854946376170284 0 1 1 0 1.45932323992271
"156" 1 0.0764224809544317 -0.0540246649884066 1 1 -3.99411068040344 -2.29563541837236 -0.696228047455748 0 0 0 1 -0.514498328848627
"157" 1 0.407828485378985 0.452420453258023 1 0 -2.4506985773002 -0.478950719585404 -0.885520322585856 0 1 1 1 1.37035764348936
"158" 1 0.275712055027888 0.582736626666566 1 1 -2.20139367052575 -1.09064881780613 0.10704596118057 0 0 0 0 0.900124476359286
"159" 0 0.252547638048612 0.447121198361484 0 1 -3.71225179753887 -3.13315624406349 -2.45293505836949 0 0 0 0 2.26467538039016
"160" 1 0.717447488267892 0.524972158917815 0 0 -1.6317323484787 -2.41945367859509 -3.49899428020011 1 0 0 0 1.04021340945764
"161" 1 0.721556653536441 0.782102247160045 0 1 -0.961370795696899 -1.79269212668855 -1.38105538050483 1 0 0 0 1.93015659783805
"162" 0 0.00704879006542772 -0.192187939929639 0 0 -5.35626929631264 -4.86819058139148 -5.065708777798 0 0 0 0 0.367779580754111
"163" 0 0.208195960913562 0.232965469016954 1 1 -4.40610966649398 -1.52702049733152 -0.806952976499915 0 0 0 0 2.22673621724786
"164" 0 0.101826672743926 0.231508871807631 1 1 -4.59028414082404 -1.65586161725207 -0.70260077642003 0 0 0 1 1.74779141492234
"165" 0 -0.107140872982957 -0.268124705781725 0 0 -5.4534224649995 -4.77921395758489 -4.88916238774979 0 0 0 0 0.204864591025581
"166" 0 -0.188106926288101 -0.211327368635427 1 1 -5.65562211346705 -3.46141924080513 -1.74598235234862 0 0 0 0 0.244178507520502
"167" 0 0.230112283884646 -0.00486215997851797 1 1 -4.36037244628003 -1.64687625078787 -0.70919877891054 0 1 1 0 1.68274602088937
"168" 1 0.36695600971128 0.379490227140509 1 0 -2.41979264510701 -0.59468876345216 -1.11671790621326 0 1 1 0 0.691522602122181
"169" 1 0.265374687410138 0.502336357288974 1 0 -2.51620644268091 -0.804132052654792 -1.1740312796656 0 0 0 1 0.807208130157476
"170" 1 0.829120091842581 0.971480211066894 1 1 -0.201441585220236 1.26842220578492 1.82629488485862 0 1 1 1 2.86730234443687
"171" 0 0.122833651959964 0.0126316545608726 1 0 -4.98383987355532 -2.43777295428276 -2.83563988970794 0 0 0 0 1.13428010617579
"172" 0 -0.236532184885093 -0.134968238153954 1 0 -5.24829644245522 -2.93144245783634 -2.79271043317642 0 0 0 1 0.549129100029095
"173" 0 -0.475428867996459 -0.736689029167986 0 1 -7.0355495753067 -5.94152515636256 -4.45840061594586 0 0 0 0 -1.12017629686027
"174" 1 -0.0613346795265692 -0.203557533161308 0 0 -5.01110852576583 -4.8646200566475 -4.98661684810135 0 0 0 0 -1.25380836654178
"175" 1 0.300238508818899 0.0662300196681371 1 0 -3.85772512658101 -1.23027155538941 -1.76133798974176 0 1 1 0 -0.177120605540452
"176" 0 -0.0878720365330717 -0.258474726907409 1 0 -5.36265223400852 -3.05860848805907 -3.19749649006875 0 0 0 0 0.405591853470472
"177" 1 0.38014949813822 0.195619808194423 1 1 -2.61785285933214 -1.18118914404502 -0.180683102851085 0 0 0 1 0.412835693499632
"178" 1 0.278973504876596 0.064061657445854 0 1 -3.46567376811438 -3.90381148453284 -1.97090609331342 0 0 0 0 0.187325218288318
"179" 0 0.24207502538221 0.472816573338583 0 1 -3.73644506324693 -3.46959973396872 -2.56192010240875 0 0 0 0 2.29807479617442
"180" 1 0.67890894408921 0.855582513664559 1 1 -0.79148300181388 0.171013708089097 0.769973412525386 0 1 1 0 1.68237896076411
"181" 0 -0.0318941717748635 -0.123347245605018 1 0 -5.18533567060999 -2.72799747986075 -3.08625309490913 0 0 0 0 0.719017639219387
"182" 1 0.426591812646469 0.10481723849403 0 0 -2.92234075467197 -3.72156475464577 -4.7758878922308 0 0 0 0 -0.519772149582022
"183" 1 0.618872414281082 0.54665576688859 0 0 -1.82908035723149 -1.97912104988748 -3.53471548672461 0 0 0 0 1.41256486656861
"184" 1 0.656939739133903 0.457277716187178 0 1 -1.85827601130446 -2.36105971869808 -1.56616968639737 1 1 1 1 1.3067496119076
"185" 0 0.173690406375134 -0.100718709438927 0 0 -4.74971031003502 -4.31661816461835 -4.53661135589669 0 0 0 0 0.726887287944634
"186" 0 -0.31865570352728 -0.0796702751793756 0 0 -5.92595457427159 -4.80413388066422 -4.72500692905292 0 0 0 0 0.599617186829713
"187" 0 -0.601056282267935 -0.860388615745825 0 0 -7.09966178749729 -6.82083916819143 -6.16603124727537 0 0 0 0 -1.79349321707968
"188" 0 0.220107576713023 0.263499727406577 0 1 -4.23685255930593 -3.01044206516524 -2.25516810662423 0 0 0 0 1.9404273922269
"189" 0 -0.341744642276185 -0.15302997160078 1 1 -5.47615851583843 -3.29709932492086 -1.52414227410461 0 0 0 0 0.332401788076173
"190" 1 -0.189257258666112 -0.569507857500554 0 0 -5.89068995282476 -5.9036577865662 -5.52213336628236 0 0 0 0 -2.0922907485031
"191" 1 0.461543072396815 0.629458486668953 1 1 -1.7995543780246 -0.0403064800093695 0.907284506000878 0 1 1 0 1.77594483867452
"192" 0 0.0244393760876427 0.0548050139906489 0 0 -4.65533219267919 -4.28466856497548 -4.11758927921979 0 0 0 0 1.08397396002118
"193" 0 0.330121179690245 0.724899864413254 0 0 -3.41604149443074 -3.02053665753264 -2.88779654426871 0 0 0 0 2.9231128221934
"194" 1 0.356472927849153 0.534279967016728 1 0 -2.76197353193227 -0.643726902801292 -1.21934556078181 0 0 0 0 1.00637000100696
"195" 1 0.735635433587797 0.675630204345231 1 1 -1.30721894931785 0.870384977601399 1.07801113572738 0 0 0 1 2.23475787495279
"196" 0 0.113338589551187 -0.23181719455719 0 0 -4.84464490753204 -4.32032273552442 -4.59622189106135 0 0 0 0 1.01733169485042
