"A" "M_bin" "Ycen_int" "Y_cont_int" "Y_bin_int" "Y_count_int" "cen" "C" "delta"
"53" 0 1 0.0067089543089554 -4.09281541522944 0 4 0.0715068342410392 1.21418665135541 0
"54" 0 1 0.0715068342410392 -2.37086296841694 0 3 0.0715068342410392 1.41484575511801 1
"55" 0 0 0.0589876537031492 -3.52169652450267 0 3 0.0715068342410392 1.31093733823164 0
"56" 0 1 0.0529517305710203 -2.13387806638632 0 10 0.0715068342410392 0.375326486103717 0
"57" 0 1 0.0176170709094082 -4.90991713717234 0 4 0.0715068342410392 1.8231634929049 0
"58" 0 0 0.0448823486269032 -4.04013004036569 0 5 0.0715068342410392 -0.140328519228992 0
"59" 0 1 0.0173508738282803 -2.10620036479835 0 3 0.0715068342410392 2.7318738678042 0
"60" 0 1 0.0478509390789733 -2.55200900520109 0 4 0.0715068342410392 2.90532251714139 0
"61" 0 0 0.0715068342410392 -5.35903040893041 0 1 0.0715068342410392 1.04035643759684 1
"62" 1 1 0.0715068342410392 -3.18586394732157 0 3 0.0715068342410392 0.789400360515109 1
"63" 1 1 0.0103965584511891 -3.83736760561938 0 6 0.0715068342410392 0.0315430519961709 0
"64" 1 1 0.0715068342410392 -3.84940084936608 0 1 0.0715068342410392 0.915011012918122 1
"65" 0 1 0.0715068342410392 -2.17044178437813 0 4 0.0715068342410392 0.723110010740648 1
"66" 0 0 0.00594274127658627 -3.91436036910487 0 5 0.0715068342410392 1.15542396910217 0
"67" 0 1 0.0715068342410392 -3.60210269033678 0 2 0.0715068342410392 2.9637976934727 1
"68" 0 0 0.020614425587169 -2.68421747912074 0 1 0.0715068342410392 1.02984448256902 0
"69" 0 0 0.036004933835011 -2.21821183561098 0 5 0.0715068342410392 -1.51383458188245 0
"70" 1 0 0.0251936001834198 -3.5143252608285 0 4 0.0715068342410392 1.63844635472489 0
"71" 0 0 0.0378536181930091 -2.63355713938189 0 3 0.0715068342410392 0.924408214665426 0
"72" 0 0 0.0669686793157695 -2.56684494729333 0 2 0.0715068342410392 -0.157335113361228 0
"73" 0 0 0.0651182352400904 -2.16986242874772 0 1 0.0715068342410392 2.09503998819015 0
"74" 1 1 0.0224751559277532 -4.45466176647298 0 1 0.0715068342410392 0.369785733491406 0
"75" 1 1 0.0715068342410392 -3.10631355755643 0 4 0.0715068342410392 1.90473847898529 1
"76" 1 1 0.0214559573541901 -4.19579372798223 0 5 0.0715068342410392 0.18196922982784 0
"77" 1 1 0.0715068342410392 -1.50502383174845 0 4 0.0715068342410392 1.18534943744489 1
"78" 1 0 0.0581979964288964 -2.57084855704357 0 0 0.0715068342410392 1.57805306607412 0
"79" 1 1 0.0435843586071405 -2.82981915111355 0 4 0.0715068342410392 1.90350074118171 0
"80" 0 0 0.0220097339321996 -2.95895056997445 0 1 0.0715068342410392 1.24054330539738 0
"81" 0 0 0.00896515899915904 -3.76084895863175 0 7 0.0715068342410392 2.76232246023163 0
"82" 0 0 0.00116125389740148 -3.14853360396229 0 3 0.0715068342410392 -0.0853641293740119 0
"83" 1 1 0.00346635883124658 -2.31002912593226 0 0 0.0715068342410392 0.316337727807162 0
"84" 1 0 0.015725268429311 -3.46190306518153 0 4 0.0715068342410392 1.1502229748834 0
"85" 0 1 0.0715068342410392 -4.92707738352506 0 3 0.0715068342410392 1.30072447000594 1
"86" 0 1 0.0715068342410392 -2.7304790469004 0 4 0.0715068342410392 1.29318597358495 1
"87" 1 0 0.000836636881621804 -2.60401501702529 0 3 0.0715068342410392 2.27783152438326 0
"88" 0 1 0.0704398780579802 -4.68867413140553 0 4 0.0715068342410392 0.532003433226254 0
"89" 0 1 0.0715068342410392 -2.67815643240737 0 5 0.0715068342410392 0.65587615181089 1
"90" 1 0 0.0584399195107119 -3.70660637380215 0 4 0.0715068342410392 2.60240770671039 0
"91" 1 1 0.065276170053961 0.219895040057866 0 5 0.0715068342410392 -0.495975965000115 0
"92" 0 1 0.0715068342410392 -2.3084901702104 0 3 0.0715068342410392 3.94926203147731 1
"93" 0 0 0.0715068342410392 -2.70918316428493 0 4 0.0715068342410392 0.490970588820843 1
"94" 0 0 0.0166667996858628 -2.95788898755112 0 5 0.0715068342410392 0.770192927740104 0
"95" 1 1 0.0715068342410392 -3.78092313701441 0 0 0.0715068342410392 1.49766171343705 1
"96" 0 0 0.0148999364867071 -2.77372322647931 0 2 0.0715068342410392 2.42788567712847 0
"97" 0 1 0.0601205416256293 -3.36659340356991 0 5 0.0715068342410392 1.13950052337721 0
"98" 0 1 0.00141408329667716 -2.33837641776334 0 0 0.0715068342410392 0.730902514192729 0
"99" 0 1 0.00384718092332165 -3.66991277381912 0 4 0.0715068342410392 0.584477184216539 0
"100" 1 1 0.030628703547174 -2.2014964715357 0 3 0.0715068342410392 0.108844179157673 0
"101" 0 0 0.0715068342410392 -2.44456232893387 0 2 0.0715068342410392 1.49373242880234 1
"102" 0 1 0.0715068342410392 -3.94289110307555 0 3 0.0715068342410392 0.737463651714994 1
"103" 0 1 0.0263705005674905 -4.91755167943815 0 1 0.0715068342410392 1.08009287224976 0
"104" 0 1 0.0715068342410392 -5.48596646100732 0 3 0.0715068342410392 0.100508596553519 1
"105" 0 0 0.0673968334858897 -3.85521626370757 0 2 0.0715068342410392 0.400129705470254 0
"106" 1 1 0.0595439635193483 -4.17896917714736 0 3 0.0715068342410392 -0.832400765467156 0
"107" 1 1 0.00593411265166482 -1.91427274529937 0 3 0.0715068342410392 1.16874302113298 0
"108" 1 0 0.00589134059748966 -2.18103614480512 0 1 0.0715068342410392 2.31938502959582 0
"109" 0 1 0.0452696206423145 -3.00464860577136 0 5 0.0715068342410392 1.74481882214854 0
"110" 0 1 0.0715068342410392 -3.40582294110683 0 2 0.0715068342410392 2.19794176002485 1
"111" 1 0 0.0439282736513818 -3.60589199078006 0 3 0.0715068342410392 2.68221596653236 0
"112" 1 1 0.066021994657621 -3.24534978674712 0 2 0.0715068342410392 2.30613478484245 0
"113" 0 0 0.0106124342647109 -3.53298952808472 0 2 0.0715068342410392 1.84609349616002 0
"114" 0 0 0.0715068342410392 -1.37454601144639 0 4 0.0715068342410392 2.27310972860519 1
"115" 1 1 0.00254504752405028 -3.23801930767724 0 2 0.0715068342410392 1.01011479195254 0
"116" 0 0 0.0238580819341367 -5.08746792149466 0 3 0.0715068342410392 0.961270896059347 0
"117" 1 1 0.0225065119984226 -2.49654672224413 0 4 0.0715068342410392 0.581691443577195 0
"118" 1 0 0.0163019138974955 -3.49893887886157 0 5 0.0715068342410392 -0.529625883663519 0
"119" 0 0 0.0585611273607691 -4.09696289825677 0 1 0.0715068342410392 -1.13424060601105 0
"120" 1 0 0.0347671346826537 -3.41779493381476 0 2 0.0715068342410392 -0.209444837609009 0
"121" 0 1 0.0162046849382478 -3.42664150956954 0 5 0.0715068342410392 1.51118039543578 0
"122" 0 1 0.0662067433754882 -2.16042831272268 0 3 0.0715068342410392 1.84584077426843 0
"123" 0 0 0.0111848075723305 -4.51009186300687 0 3 0.0715068342410392 0.0794829049931629 0
"124" 0 1 0.0715068342410392 -3.41641974313876 0 5 0.0715068342410392 2.3040775339894 1
"125" 0 1 0.00854285646556021 -2.79655402308905 0 2 0.0715068342410392 0.130232431774452 0
"126" 0 1 0.0715068342410392 -1.91314069323337 0 1 0.0715068342410392 1.96586512995034 1
"127" 1 1 0.0715068342410392 -1.02535399514689 0 2 0.0715068342410392 1.43490744896271 1
"128" 1 1 0.0247828555127096 -1.53966206419317 0 2 0.0715068342410392 1.55933091081022 0
"129" 0 1 0.0620771011192943 -3.83095157095417 0 0 0.0715068342410392 0.685504394699142 0
"130" 0 1 0.0199832146084785 -1.98512376230083 0 6 0.0715068342410392 0.917373605118799 0
"131" 0 0 0.00793031451325758 -4.36147563058571 0 3 0.0715068342410392 1.00325162932047 0
"132" 1 1 0.0715068342410392 -2.56454860145744 0 3 0.0715068342410392 1.51387651528158 1
"133" 1 0 0.0546804455584018 -2.08954053196374 0 4 0.0715068342410392 -1.15980339424932 0
"134" 0 1 0.0209955621036651 -2.80159739127171 0 4 0.0715068342410392 0.0874626565299924 0
"135" 0 0 0.0310357228959074 -1.79003291003889 0 6 0.0715068342410392 -0.634071464560088 0
"136" 0 1 0.0426357219934046 -2.51020906136622 0 2 0.0715068342410392 2.39817327097435 0
"137" 0 1 0.0715068342410392 -3.14442666558941 0 5 0.0715068342410392 0.684486578986723 1
"138" 0 0 0.0353904290009627 -2.29733871618448 0 3 0.0715068342410392 2.73572789702512 0
"139" 0 0 0.00446940824502472 -4.10466251333772 0 2 0.0715068342410392 1.18701887790573 0
"140" 1 1 0.0715068342410392 -3.54012653568316 0 2 0.0715068342410392 0.794993925451335 1
"141" 1 1 0.0402118822737304 -3.1280818772822 0 1 0.0715068342410392 1.73114355403334 0
"142" 0 1 0.0167942465419591 -2.6730177476577 0 5 0.0715068342410392 1.05725196136345 0
"143" 0 0 0.0557980156924364 -2.46206215301359 0 6 0.0715068342410392 3.39757418346288 0
"144" 1 0 0.0357782222813871 -1.00794858509476 0 6 0.0715068342410392 -0.154818101642772 0
"145" 0 1 0.0029774751834016 -2.72160144969576 0 4 0.0715068342410392 -0.32741050495612 0
"146" 1 1 0.0715068342410392 -4.03748888256303 0 4 0.0715068342410392 2.41077547562043 1
"147" 1 1 0.0715068342410392 -3.78532874249738 0 1 0.0715068342410392 0.703542156404137 1
"148" 0 1 0.0715068342410392 -2.89758358613209 0 4 0.0715068342410392 -0.291943119267715 1
"149" 0 0 0.0595233084930797 -2.78210546423912 0 2 0.0715068342410392 0.894403995341333 0
"150" 0 1 0.0715068342410392 -2.65117620576764 0 4 0.0715068342410392 2.35584331943028 1
"151" 0 0 0.0164330156559925 -3.4370263557023 0 0 0.0715068342410392 2.41125013977977 0
"152" 1 0 0.00885390865632947 -3.15588708177718 0 0 0.0715068342410392 -0.790268485701947 0
"153" 0 1 0.0318912010439742 -3.31071040665477 1 4 0.0715068342410392 1.63624664318343 0
"154" 0 0 0.0028133913821084 -2.10241105318904 0 1 0.0715068342410392 0.28694342177779 0
"155" 1 1 0.0715068342410392 -1.68691510496618 0 1 0.0715068342410392 1.45932323992271 1
"156" 1 0 0.0472454474447508 -3.29344544493028 0 0 0.0715068342410392 -0.514498328848627 0
"157" 1 1 0.0715068342410392 -2.1249646792662 0 4 0.0715068342410392 1.37035764348936 1
"158" 1 1 0.0255028595026984 -1.09287243879752 0 4 0.0715068342410392 0.900124476359286 0
"159" 0 0 0.0715068342410392 -4.0030559843969 0 2 0.0715068342410392 2.26467538039016 1
"160" 1 0 0.0374491249613596 -2.50064876753183 0 1 0.0715068342410392 1.04021340945764 0
"161" 1 0 0.0112705527069003 -1.5419256415955 0 2 0.0715068342410392 1.93015659783805 0
"162" 0 0 0.0100422608609373 -2.98236924249109 0 2 0.0715068342410392 0.367779580754111 0
"163" 0 1 0.0131916784908688 -2.49099499575276 0 1 0.0715068342410392 2.22673621724786 0
"164" 0 1 0.00692837792729306 -1.57334473269451 0 1 0.0715068342410392 1.74779141492234 0
"165" 0 0 0.00468496310012872 -0.970862356724944 0 3 0.0715068342410392 0.204864591025581 0
"166" 0 1 0.00427621059624629 -3.61135851930809 0 5 0.0715068342410392 0.244178507520502 0
"167" 0 1 0.0715068342410392 -1.91176374471826 0 5 0.0715068342410392 1.68274602088937 1
"168" 1 1 0.0297175218437489 -2.62618723013231 0 3 0.0715068342410392 0.691522602122181 0
"169" 1 1 0.0715068342410392 -2.85501242855228 0 1 0.0715068342410392 0.807208130157476 1
"170" 1 1 0.0715068342410392 -1.24869969146536 0 3 0.0715068342410392 2.86730234443687 1
"171" 0 1 0.0632023804118268 -1.75933192491915 0 4 0.0715068342410392 1.13428010617579 0
"172" 0 1 0.0153891904815133 -4.60349402800634 0 4 0.0715068342410392 0.549129100029095 0
"173" 0 0 0.0252489806970676 -3.10212758238539 0 4 0.0715068342410392 -1.12017629686027 0
"174" 1 0 0.0701633588408613 -3.17702213408272 0 4 0.0715068342410392 -1.25380836654178 0
"175" 1 1 0.0195107287295754 -5.32016481814933 0 3 0.0715068342410392 -0.177120605540452 0
"176" 0 1 0.0715068342410392 -3.44387496898086 1 2 0.0715068342410392 0.405591853470472 1
"177" 1 1 0.0139628616500173 -4.01052717957374 0 3 0.0715068342410392 0.412835693499632 0
"178" 1 0 0.0185739817409587 -4.1389475547419 0 1 0.0715068342410392 0.187325218288318 0
"179" 0 0 0.00596230306523432 -2.3360042159392 0 2 0.0715068342410392 2.29807479617442 0
"180" 1 1 0.0604552951208542 -2.74436205201212 0 0 0.0715068342410392 1.68237896076411 0
"181" 0 1 0.0417305575296744 -2.62656757055418 0 4 0.0715068342410392 0.719017639219387 0
"182" 1 1 0.0303698066749221 -2.28017308296074 0 1 0.0715068342410392 -0.519772149582022 0
"183" 1 0 0.00192513052936836 -3.63892402363755 0 3 0.0715068342410392 1.41256486656861 0
"184" 1 0 0.0715068342410392 -2.52058017126716 0 3 0.0715068342410392 1.3067496119076 1
"185" 0 0 0.0168975891256219 -2.50966091036255 0 3 0.0715068342410392 0.726887287944634 0
"186" 0 0 0.0715068342410392 -1.77633943235091 0 3 0.0715068342410392 0.599617186829713 1
"187" 0 0 0.0206180754344918 -3.30127727388558 0 2 0.0715068342410392 -1.79349321707968 0
"188" 0 0 0.0715068342410392 -3.27965308899527 0 1 0.0715068342410392 1.9404273922269 1
"189" 0 1 0.0715068342410392 -3.16296540777827 0 3 0.0715068342410392 0.332401788076173 1
"190" 1 0 0.037389859262686 -2.74714672201082 0 1 0.0715068342410392 -2.0922907485031 0
"191" 1 1 0.0322323173995885 -4.27532123816589 0 2 0.0715068342410392 1.77594483867452 0
"192" 0 0 0.0270226407793342 -3.3653270238407 0 5 0.0715068342410392 1.08397396002118 0
"193" 0 0 0.0715068342410392 -1.64609905000368 0 6 0.0715068342410392 2.9231128221934 1
"194" 1 1 0.00552861675912996 -3.63245031473564 0 2 0.0715068342410392 1.00637000100696 0
"195" 1 1 0.0715068342410392 -2.73356775527623 0 2 0.0715068342410392 2.23475787495279 1
"196" 0 0 0.0365015032926821 -3.09070583047671 0 3 0.0715068342410392 1.01733169485042 0
"197" 0 0 0.0715068342410392 -4.90344614306548 0 3 0.0715068342410392 0.979133647697985 1
"198" 0 0 0.0119283267656515 -2.58953646579427 0 3 0.0715068342410392 2.37897416205289 0
"199" 0 0 0.0584249137947154 -4.57456423835143 0 6 0.0715068342410392 1.49156274279784 0
"200" 1 1 0.0627318382454717 -1.10837352959118 0 1 0.0715068342410392 2.11468238459804 0
"201" 0 0 0.0366643433870389 -2.69128685926099 0 2 0.0715068342410392 -0.0207476546805585 0
"202" 1 0 0.0429841986913756 -4.218110021205 0 1 0.0715068342410392 1.81373530835906 0
"203" 1 0 0.0715068342410392 -3.16459157004542 0 5 0.0715068342410392 0.596165703455488 1
"204" 1 0 0.0066356937449631 -3.39659467478308 0 3 0.0715068342410392 0.732785830989228 0
"205" 0 1 0.00442096688283313 -2.75144330339633 0 4 0.0715068342410392 1.10581407202222 0
"206" 1 1 0.0641828101474731 -1.25054264974143 0 2 0.0715068342410392 2.79176547137758 0
"207" 1 1 0.0715068342410392 -1.41629849211208 1 0 0.0715068342410392 1.06196624534469 1
"208" 1 1 0.0453351378512362 -3.22133925032468 0 3 0.0715068342410392 0.73310050835521 0
"209" 0 1 0.00335613670529606 -3.82685499174851 0 3 0.0715068342410392 2.64518142829588 0
"210" 0 1 0.0715068342410392 -3.74541562716955 0 6 0.0715068342410392 0.711409185102087 1
"211" 0 1 0.0149029221172145 -3.86734875505274 0 1 0.0715068342410392 0.444523540747737 0
"212" 1 0 0.00206542188522933 -2.72812513024573 0 1 0.0715068342410392 1.02696453919491 0
"213" 0 0 0.00536708805747979 -3.15153147838198 0 3 0.0715068342410392 -0.27405809671927 0
"214" 0 0 0.0458890882333888 -3.66063624548291 0 4 0.0715068342410392 1.09939488500229 0
"215" 0 0 0.0715068342410392 -1.66788817675238 0 3 0.0715068342410392 2.39639987699945 1
"216" 1 0 0.0681442614684041 -2.59048826458315 0 4 0.0715068342410392 1.69395258971273 0
"217" 1 0 0.0715068342410392 -1.32712082390911 0 7 0.0715068342410392 1.32042167868576 1
"218" 1 1 0.0715068342410392 -3.59972660877212 0 1 0.0715068342410392 1.64772956123791 1
"219" 0 0 0.0106473664526431 -3.68605648390913 0 0 0.0715068342410392 -1.09471790123815 0
"220" 0 1 0.002810458145879 -2.20231662547881 0 4 0.0715068342410392 0.830136585600955 0
"221" 0 1 0.00129465400905538 -1.15256542664472 0 0 0.0715068342410392 1.80898536603121 0
"222" 0 1 0.00159107581883895 -3.0777006388999 0 5 0.0715068342410392 1.61242750229252 0
"223" 1 1 0.0682563118306765 -3.76524375478335 0 3 0.0715068342410392 0.573151298106169 0
"224" 1 1 0.0715068342410392 -3.27232006421821 0 3 0.0715068342410392 1.81614984225903 1
"225" 0 0 0.00156070140719885 -1.87649025590654 0 2 0.0715068342410392 0.0137785458735487 0
"226" 1 0 0.0715068342410392 -2.97897140178624 0 4 0.0715068342410392 0.955583526796005 1
"227" 0 1 0.000871185213987821 -2.60221216076525 0 3 0.0715068342410392 2.35691292698987 0
"228" 0 0 0.00791484071364799 -3.4362827521185 0 1 0.0715068342410392 0.326444579711226 0
"229" 0 1 0.0715068342410392 -2.00107416227516 0 4 0.0715068342410392 1.82742535442654 1
"230" 0 1 0.0240466410759416 -3.40961480289145 1 2 0.0715068342410392 2.22784794287179 0
"231" 0 0 0.00840746028796701 -2.63053706360489 0 3 0.0715068342410392 1.09312542930173 0
"232" 0 0 0.0391117835592462 -3.19763004092059 0 4 0.0715068342410392 0.528416233884231 0
"233" 1 0 0.00456212193531869 -5.07554409922039 0 4 0.0715068342410392 0.368779225526435 0
"234" 1 1 0.0146850788942578 -1.17191723979552 1 2 0.0715068342410392 -0.233507999155 0
"235" 0 1 0.0234928586539596 -2.76942158485637 0 0 0.0715068342410392 0.896384798359862 0
"236" 0 1 0.0057523550308578 -2.17847173426792 0 2 0.0715068342410392 0.472788810396778 0
"237" 0 0 0.0437662450939874 -0.264461508419434 0 0 0.0715068342410392 1.97808106567756 0
"238" 1 1 0.0168987276564464 -3.41888063717483 0 3 0.0715068342410392 1.70307553405176 0
"239" 1 0 0.0715068342410392 -2.74619140495205 0 4 0.0715068342410392 0.624152311516296 1
"240" 1 1 0.0239383377542856 -5.16704584092448 0 3 0.0715068342410392 0.600528634622487 0
"241" 0 0 0.00230539583471252 -3.03915481450578 0 5 0.0715068342410392 1.06634714747501 0
"242" 1 1 0.0631936867842424 -1.43629534555727 0 2 0.0715068342410392 2.06787709825503 0
"243" 1 0 0.00193215301300334 -3.13655333968399 0 2 0.0715068342410392 0.886441626774939 0
"244" 1 1 0.055452192539797 -2.56787108400981 0 5 0.0715068342410392 2.02425010628011 0
"245" 0 0 0.0323567328587667 -2.61978022048943 0 2 0.0715068342410392 0.616135779082554 0
"246" 1 0 0.0178367133156139 -1.70105839915672 0 1 0.0715068342410392 1.84999582579974 0
"247" 1 0 0.0277065915546513 -2.86048253030812 0 2 0.0715068342410392 0.631687875847089 0
"248" 0 0 0.0554531649568346 -2.55158039537123 0 2 0.0715068342410392 2.62007008838326 0
"249" 0 0 0.0715068342410392 -1.41490991450813 0 1 0.0715068342410392 0.0488095857825391 1
"250" 0 0 0.00589375142592275 -3.76011257417874 0 2 0.0715068342410392 -0.30573169130498 0
"251" 0 1 0.00882515889587493 -2.51254475102531 0 5 0.0715068342410392 0.825648583154015 0
"252" 1 1 0.055692058565821 -2.85584368119557 0 3 0.0715068342410392 0.57350481851672 0
"253" 0 1 0.0715068342410392 -1.80549672555007 0 4 0.0715068342410392 0.554546338676692 1
"254" 0 0 0.0591587441923918 -2.27389531470268 0 2 0.0715068342410392 0.51935785220612 0
"255" 1 0 0.0715068342410392 -1.76888617869164 1 2 0.0715068342410392 2.45002664772972 1
"256" 1 1 0.0290576019046374 -2.67622764129632 0 3 0.0715068342410392 2.02832366490533 0
"257" 0 1 0.0125679927788586 -3.19309425395727 0 7 0.0715068342410392 0.280342544696934 0
"258" 0 0 0.0478764090865753 -3.06413990998058 0 3 0.0715068342410392 0.792216053634948 0
"259" 1 1 0.0674005958566973 -3.32482388906931 0 2 0.0715068342410392 2.20613411357489 0
"260" 1 1 0.0715068342410392 -1.84404517957372 0 5 0.0715068342410392 0.502571421660598 1
"261" 0 0 0.0110758056241171 -3.86734089287936 0 2 0.0715068342410392 0.323053991531955 0
"262" 1 1 0.0715068342410392 -2.0086534435952 0 1 0.0715068342410392 2.59266100078539 1
"263" 0 1 0.0555268542637889 -3.30074227406645 0 3 0.0715068342410392 1.79596379111947 0
"264" 1 1 0.0701549155837509 -5.15385556333494 0 3 0.0715068342410392 1.6253379807417 0
"265" 1 1 0.0715068342410392 -1.69550059816317 1 1 0.0715068342410392 1.19626323301051 1
"266" 1 0 0.0715068342410392 -3.15856555900943 0 2 0.0715068342410392 0.984366250485289 1
"267" 0 0 0.0410986822676055 -2.57671799426477 0 4 0.0715068342410392 -1.72807441744438 0
"268" 0 0 0.0104861444477354 -1.83668430469728 0 1 0.0715068342410392 2.88708236660915 0
"269" 1 0 0.0231936042337909 -2.3403256789897 0 3 0.0715068342410392 0.184421928006377 0
"270" 1 1 0.0383795396850184 -3.43357442595499 0 2 0.0715068342410392 0.99964581523098 0
"271" 1 0 0.0715068342410392 -4.02352258817931 0 4 0.0715068342410392 0.191183000984583 1
"272" 1 1 0.0715068342410392 -1.10039224228661 0 3 0.0715068342410392 0.687975142698486 1
"273" 0 0 0.0476511775854496 -3.33884996846223 0 2 0.0715068342410392 1.932887322975 0
"274" 0 0 0.0715068342410392 -2.08007838753509 0 3 0.0715068342410392 1.05430637065262 1
"275" 1 0 0.0715068342410392 -3.4081684112692 0 1 0.0715068342410392 1.08637563903736 1
"276" 1 0 0.0406885622347066 -2.46799740217797 0 0 0.0715068342410392 0.393647310012911 0
"277" 0 1 0.00233646246391853 -4.1318619008358 1 5 0.0715068342410392 0.996866400147081 0
"278" 0 1 0.0113038928404877 -3.49085471499889 0 1 0.0715068342410392 3.23348488060202 0
"279" 1 0 0.0715068342410392 -2.10383931423285 0 3 0.0715068342410392 0.276599120998666 1
"280" 0 1 0.034724587899295 -2.12271289081245 0 3 0.0715068342410392 1.63040383465431 0
"281" 0 0 0.0715068342410392 -2.23838158405968 0 7 0.0715068342410392 1.46795962206532 1
"282" 0 1 0.00931941710619105 -3.65468603102699 0 2 0.0715068342410392 0.844600834441462 0
